# Limbus Company 英→中术语表（来源：官方术语文件 + 零协会汉化，四语 id 对齐）
# en	cn	出现次数(en+cn)	source
<s>The Middle</s>	<s>中指</s>	4	Passives_Assist-twth.json
In the name of Love and Justice~ Here comes Magical Girl!	以爱与正义之名~此时此地，闪亮登场！	4	Passives_Assist-walpu6.json
Cetacean Strand	与鲸相连	4	Passives_Enemy-a1c5p1.json
Spreading Flames	蔓延的污垢	4	Passives_Enemy-a1c5p2.json
Rat Hunt	猎鼠	4	Passives_Enemy-a1c6p1.json
Off-mark Curse	偏离的诅咒	4	Passives_Enemy-a1c8p1.json
Talisman Sorcerer	符术士	4	Passives_Enemy-a1c8p2.json
I See Your Weakness	弱点洞察	4	Passives_Enemy-cultivation.json
Floods of Sorrow	流淌的忧郁	4	Passives_Enemy-mr7-extreme.json
Abyssal Horror	深海的恐怖	4	Passives_Enemy-pilgrimage.json
Final Brushstroke	最后的笔触	4	Passives_Enemy-twth.json
Internal Combustion Engine	内燃机	4	Passives_Enemy-walpu5.json
First Stop: Contact	起点站 - 遭遇	4	RailwayDungeonNode1BokGak.json
Station #2: Restoration	第2站 - 复原	4	RailwayDungeonNode1BokGak.json
Station #3: Sinkage	第3站 - 沉沦	4	RailwayDungeonNode1BokGak.json
Station #4: Reunion	第4站 - 再会	4	RailwayDungeonNode1BokGak.json
Station #5: Insulation	第5站 - 绝缘	4	RailwayDungeonNode1BokGak.json
Station #6: Pickup	第6站 - 选拔	4	RailwayDungeonNode1BokGak.json
Station #7: Headlessness	第7站 - 无首	4	RailwayDungeonNode1BokGak.json
Station #8: Existence	第8站 - 存在	4	RailwayDungeonNode1BokGak.json
Station #9: Serum	第9站 - 血清	4	RailwayDungeonNode1BokGak.json
Station #10: Forked Tongue	第10站 - 岔舌	4	RailwayDungeonNode1BokGak.json
Station #11: Energization	第11站 - 导电	4	RailwayDungeonNode1BokGak.json
Station #12: Purity	第12站 - 纯粹	4	RailwayDungeonNode1BokGak.json
Last Stop: Non-self	终点站 - 无我	4	RailwayDungeonNode1BokGak.json
Clear Canto VIII	通过第8章	4	RailwayDungeonUI_1001.json
Special Rewards	特殊奖励	4	RailwayDungeonUI_2.json
Clear Selection	重置选择	4	RailwayDungeonUI_4.json
Abyssal Basement	深邃的地下室	4	StageNode-a1c6p2.json
Hearts Unbroken	同样的心	4	StageNode-a1c6p3.json
The Will to Change	谋求改变的意志	4	StageNode-a1c8p3.json
Temporary Truce	暂时休战	4	StageNode-a1c8p3.json
That Single Thread	鲜明的一根	4	StageNode-a1c9p2.json
Silent Night	平安夜	4	StageNode1-3.json
Age of Humanity	人类时代	4	StageNode1-4.json
Offer to Join	入职原因	4	StageNode1-4.json
Meaningless Wrath	无意义的愤怒	4	StageNode91-14.json
Directionless Sloth	迷失方向的怠惰	4	StageNode91-14.json
The Price of Curiosity	好奇心的代价	4	StageNode91-14.json
The Unknown Sea	陌生的大海	4	StageNode91-20.json
Small Tide	小浪	4	StageNode91-20.json
Three-way Agreement	三方协议	4	StageNode91-20.json
Operation Lighthouse Retrieval	灯塔夺回作战	4	StageNode91-20.json
A Tempting Offer	诱人的提案	4	StageNode91-5.json
A Touching Reunion	感人的重逢	4	StageNode91-5.json
To Find the Pair	寻找那两人	4	StageNode91-5.json
Mentor and Fellows	金笠与友人们	4	StageNode91-7.json
Stage 3 Peccatula	3阶罪种	4	StoryTheaterDanteNote_9.json
Court Circle - Sal	肉党	4	UnitKeyword-exem.json
Lake Entity	大湖生物	4	UnitKeyword.json
Check underneath the ship	检查船体底部	3	AbEvents-a1c5p3.json
Frozen Sinners	冻结的罪人	3	AbEvents-pilgrimage.json
Poking at the Egg	触摸那颗卵	3	AbEvents.json
<color=#ebcaa2>There’s a new path on the map!</color>	<color=#ebcaa2>地图中追加了新的道路！</color>	3	AbEventsResultLog.json
- When hit by Unbreakable Coins, take -20% damage	- 受到来自不可摧毁的硬币的伤害-20%	3	AbEventsResultLog_Refraction6.json
- On Hit with Unbreakable Coins, deal +20% damage	- 不可摧毁的硬币命中时，造成的伤害+20%	3	AbEventsResultLog_Refraction6.json
Refracted Sleeping Bag of a Bygone Day	折射的往昔的睡袋	3	AbEvents_Mirror6.json
Peccatulum Invidiae?	嫉妒罪种?	3	AbnormalityGuides_Refraction4.json
환_도박	환_도박	3	ActionEvents-a1c8p2.json
막바지_보너스	막바지_보너스	3	ActionEvents-a1c8p2.json
Office Hours for Jia Xichun	贾惜春同学的课程回顾	3	ActionEvents-cultivation.json
Iberians and the Ægirian	伊比利亚人与阿戈尔人	3	ActionEvents-pilgrimage.json
A Story of Lighthouse Keepers and The Profound Silence	灯塔看守人与大静谧的故事	3	ActionEvents-pilgrimage.json
Are You Happy?	你感到幸福吗？	3	ActionEvents.json
강화인간 선택지2	改造人选项2	3	ActionEvents.json
Picking a Row and Column	选择行与列	3	ActionEvents.json
Bamboo Hat & Dopo Robe Choice	斗笠，长袍 选项	3	ActionEvents_Mirror4.json
LCE Recovers The Ring's Artwork	回收环指作品的LCE组员们	3	ActionEvents_twth.json
The Golden Bough's Forced Arbitration	金枝的强制调律	3	BattleKeywords-a1c7p3.json
Deathrite 【Halt】	咒杀【勿动】	3	BattleKeywords-a1c8p2.json
Deathrite 【Impede】	咒杀【掣肘】	3	BattleKeywords-a1c8p2.json
E.G.O Corrosion - N Corp.	E.G.O侵蚀-N公司	3	BattleKeywords-a1c8p3.json
Hurting Pest [Roaches]	攻击害虫[蜚蠊]	3	BattleKeywords-a1c9p3.json
Tiansha Star's Bladewound [天殺星傷]	天杀星伤	3	BattleKeywords-a1c9p3.json
Shin (心) - A Certain Sinclair	心-某个辛克莱	3	BattleKeywords-a1c9p3.json
Sign - Manifestation of the Future	印记-未来显现	3	BattleKeywords-a1c9p3.json
Time Rescue Target	时间救援目标	3	BattleKeywords-tkt.json
The Living & The Departed	生蝶·亡蝶	3	BattleKeywords-walpu4.json
Faster!	再快点！	3	BattleKeywords.json
Declared Duel - Sinclair	决斗宣告-辛克莱	3	BattleKeywords.json
Le Fauvisme - Masque de Chien	野兽派-犬面	3	BattleKeywords.json
Base Combat Gear	基本战斗装备	3	BattleKeywords_Mirror4.json
Headstrong II	顽强 II	3	BattleKeywords_Mirror5.json
Status Infliction	增加异常状态	3	BattleKeywords_Mirror7.json
버프 이름	버프 이름	3	BattleKeywords_Refraction5.json
Refracted Wrath	折射的暴怒	3	BattleKeywords_Refraction5.json
Refracted Sloth	折射的怠惰	3	BattleKeywords_Refraction5.json
Refracted Gloom	折射的忧郁	3	BattleKeywords_Refraction5.json
Dragon's Spirit [龍氣]	龙气	3	BattleKeywords_Refraction6.json
Limbus Pass Rewards Available	可以领取边狱通行证奖励	3	BattlePass.json
Max Pass Level Reward Upgraded	通行证超额奖励增加	3	BattlePass.json
Pass Level-up	通行证等级提升	3	BattlePass.json
Pass Level Up	通行证等级提升	3	BattlePass.json
Time Relief Entitlement	时间救援目标	3	Bufs-tkt.json
Base Combat Gear	基础战斗装备	3	Bufs_Mirror4.json
Headstrong II	顽强II	3	Bufs_Mirror5.json
Resilient XIV	强韧XIV	3	Bufs_Mirror6.json
Inflict Status Effect	增加异常状态	3	Bufs_Mirror7.json
Golden Bough Resonance	金枝 共鸣	3	DanteAbilityUIText.json
Employee Waiting Room	员工等候室	3	DungeonArea1-1.json
Frozen Ruins	冰结废墟	3	DungeonArea1-2.json
Elite Training Quarters	精锐训练所	3	DungeonArea1-3.json
Blockade Zone	封锁区	3	DungeonArea1-3.json
Room of Echoing Screams	尖啸回响的房间	3	DungeonArea1-3.json
Church Door	教堂大门	3	DungeonArea1-3.json
Sacristy	圣器室	3	DungeonArea1-3.json
Altar of Penance	赎罪祭坛	3	DungeonArea1-3.json
Purificatory	涤罪所	3	DungeonArea1-3.json
The Judging Block	资格评判台	3	DungeonArea1-3.json
Path to Hallowed Ground	前往圣地之路	3	DungeonArea1-3.json
Contempt of the Gaze of Contempt	轻蔑的视线的轻蔑	3	EGOgift_MirrorDungeon-EventTheme_2.json
Combustion Gloves	点火手套	3	EGOgift_MirrorDungeon-EventTheme_2.json
Spiked Combat Boots	荆棘战斗靴	3	EGOgift_MirrorDungeon-EventTheme_2.json
Economy Class Discount Voucher	经济舱折扣券	3	EGOgift_MirrorDungeon-mowe.json
Nightvision Goggles	夜视镜	3	EGOgift_MirrorDungeon.json
Clear Mirror, Calm Water	明镜止水	3	EGOgift_MirrorDungeon.json
Lunar Memory	月之记忆	3	EGOgift_MirrorDungeon.json
Distant Star	彼方之星	3	EGOgift_MirrorDungeon.json
Once, A Blessing	曾经的祝福	3	EGOgift_MirrorDungeon.json
Crushed Memory	粉碎的记忆	3	EGOgift_MirrorDungeon.json
Imposed Weight	强压的重担	3	EGOgift_MirrorDungeon.json
One with the Blade	人剑合一	3	EGOgift_MirrorDungeon_7.json
Record Logs of That Day	那一日的记录	3	EGOgift_MirrorDungeon_7.json
Mermaid Oil	人鱼油	3	EGOgift_StoryDungeon-a1c5p3.json
Rusted Hook	生锈的铁钩	3	EGOgift_StoryDungeon-a1c5p3.json
A Broken Dream	破碎的梦	3	EGOgift_StoryDungeon-a1c7p3.json
A Hollow Dream	荒唐的梦	3	EGOgift_StoryDungeon-a1c7p3.json
Toy Fist	玩具拳头	3	EGOgift_StoryDungeon.json
Toy Foot	玩具腿	3	EGOgift_StoryDungeon.json
Toy Screw	玩具螺丝	3	EGOgift_StoryDungeon.json
Token of Innocence	纯粹之证	3	EGOgift_StoryDungeon.json
Token of Tears	泪水之证	3	EGOgift_StoryDungeon.json
Token of Atonement	赎罪之证	3	EGOgift_StoryDungeon.json
Small Ampule	小型安瓿	3	EGOgift_StoryDungeon.json
Flower Mound	花冢	3	EGOgift_a1c8p2.json
Brilliant Lamplight	闪耀的提灯	3	EGOgift_pilgrimage.json
Hacked K Corp. Regen Drone	被破解的K公司再生无人机	3	Enemies-a1c5p1.json
Bloodbag of the Painful Parade	痛苦的游行血袋	3	Enemies-a1c7p2.json
Bloodbag of the Rear Parade	紧随其后的游行血袋	3	Enemies-a1c7p2.json
Bloodfiend of the Happy Parade	幸福的游行血魔	3	Enemies-a1c7p2.json
Bloodfiend of the Joyful Parade	快乐的游行血魔	3	Enemies-a1c7p2.json
Memories of the Dreaming Adventure	梦中的冒险记忆	3	Enemies-a1c7p3.json
The Pinky Nursefather - Shiomi Yoru	小指 父辈 - 盐见夜	3	Enemies-a1c9p2.json
The Middle Apprentice - Kira	中指 子辈 - 绮罗	3	Enemies-a1c9p3.json
The Ring Nursefather - Callisto	环指 父辈 - 卡利斯托	3	Enemies-a1c9p3.json
Recollected Festered G Corp. H. Manager	记忆中溃烂的G公司部长	3	Enemies.json
Become Strong? Genuinely?	我变强了吗？当真？	3	Enemies.json
Grown Powerful! For Realsies?	变得更强了！真的？	3	Enemies.json
Clippity-cloppity? Tap Away!	嘎吱嘎吱？来吧！	3	Enemies.json
Kromer the Dreamer of Human Wholeness	梦为完人的克罗默	3	Enemies.json
Revived K Corp. Class 3 Staff	复活的K公司3级员工	3	Enemies.json
Resentful Tree	长有疙瘩的树	3	Enemies.json
Refracted Effloresced E.G.O::GasHarpoon	折射的绽放E.G.O::燃气捕鲸叉	3	Enemies_Refraction3.json
Takeoff Module - E.G.O Spinning [ZAYIN]	跳跃成长模组 - E.G.O解析 [ZAYIN]	3	Items.json
To be Cleaved	当斩之物	3	MirrorDungeonTheme-1.json
To be Pierced	当贯之物	3	MirrorDungeonTheme-1.json
Emotional Judgment	被情感评判者	3	MirrorDungeonTheme-1.json
La Manchaland Re-opening	重新开园的拉·曼却领	3	MirrorDungeonTheme-1.json
Blade and Artwork	刀与作品	3	MirrorDungeonTheme-1.json
Fairy Tale	精灵童话	3	MirrorDungeonTheme-1.json
Current Rewards	当前奖励	3	MirrorDungeonUI.json
Halt Exploration	终止探索	3	MirrorDungeonUI.json
Last Reached	最终探索区域	3	MirrorDungeonUI.json
Product Catalogue	商品列表	3	MirrorDungeonUI_2.json
Enter Hard Dungeon	进入困难难度	3	MirrorDungeonUI_2.json
Add a new Identity or E.G.O to the current team	为当前编队追加新的人格或E.G.O	3	MirrorDungeonUI_2.json
Claim the rewards?	是否领取奖励？	3	MirrorDungeonUI_2.json
Intense Training	极限锻炼	3	MirrorDungeonUI_2.json
No effects active.	当前没有效果激活。	3	MirrorDungeonUI_2.json
Triumphant Return	衣锦还乡	3	MirrorDungeonUI_2.json
Selectable E.G.O Gift +1	出现的饰品数量+1	3	MirrorDungeonUI_2.json
[Shops] Cheaper Skill Replacement Cost	技能替换所需经费减少	3	MirrorDungeonUI_2.json
Take -3% damage	受到的伤害-3%	3	MirrorDungeonUI_2.json
Exploring:	探索状态	3	MirrorDungeonUI_3.json
Team Participants	编队人数	3	MirrorDungeonUI_3.json
Cleared Floors	已通过层数	3	MirrorDungeonUI_3.json
Itinerant Rain	阵雨	3	MirrorDungeonUI_4.json
Tier 2 + Tier 3 => Tier 2	2级 + 3级 => 2级	3	MirrorDungeonUI_4.json
Selected Floor Theme	选择阶层主题	3	MirrorDungeonUI_4.json
Refresh Cost Refunded	[新品小册] 效果触发	3	
Featured E.G.O Gifts	出现E.G.O饰品列表	3	MirrorDungeonUI_4.json
Tier 1 + Tier 1 + Tier 1	1级 + 1级 + 1级	3	MirrorDungeonUI_4.json
Tier 1 + Tier 1 + Tier 2	1级 + 1级 + 2级	3	MirrorDungeonUI_4.json
Tier 1 + Tier 1 + Tier 3	1级 + 1级 + 3级	3	MirrorDungeonUI_4.json
Tier 1 + Tier 2 + Tier 2	1级 + 2级 + 2级	3	MirrorDungeonUI_4.json
Tier 1 + Tier 2 + Tier 3	1级 + 2级 + 3级	3	MirrorDungeonUI_4.json
Tier 1 + Tier 3 + Tier 3	1级 + 3级 + 3级	3	MirrorDungeonUI_4.json
Tier 2 + Tier 2 + Tier 2	2级 + 2级 + 2级	3	MirrorDungeonUI_4.json
Tier 2 + Tier 2 + Tier 3	2级 + 2级 + 3级	3	MirrorDungeonUI_4.json
Tier 2 + Tier 3 + Tier 3	2级 + 3级 + 3级	3	MirrorDungeonUI_4.json
Tier 3 + Tier 3 + Tier 3	3级 + 3级 + 3级	3	MirrorDungeonUI_4.json
Grace of Stars Selected	星之恩惠 选择完毕	3	MirrorDungeonUI_5.json
Grace of Stars Passive	星之恩惠被动	3	MirrorDungeonUI_5.json
Grace of the Dreaming Star	梦中的星之恩惠	3	MirrorDungeonUI_5.json
Heal Sinners	治疗罪人	3	MirrorDungeonUI_5.json
For Fusion & Sale Gifts obtained	触发星之恩惠效果	3	
Fusion E.G.O Gift Tier	合成E.G.O饰品等级	3	MirrorDungeonUI_5.json
Free Refresh	免费刷新	3	MirrorDungeonUI_7.json
Fusion Available	可合成	3	MirrorDungeonUI_7.json
Tiantui Star's Blade - Overheat	天退星刀 过热	3	Passives-BossRaid.json
Stawchnesh	觉乌	3	Passives-x1p1c1.json
Pwuckinesh	觉乌	3	Passives-x1p1c1.json
Respiration	喘息未定	3	Passives.json
Radio Comms	无线通讯	3	Passives.json
Divide in Two	一刀两断	3	Passives.json
Military Mindset	军人精神	3	Passives.json
Maneuver Training	机动训练	3	Passives.json
The Mistress's Voice...!	夫人在叫我…！	3	Passives.json
Blood Barrier	鲜血屏障	3	Passives.json
Deep Cleaning	掸去积尘	3	Passives.json
One Step Ahead	快人一步	3	Passives.json
Heishou Mutation [Mao]	黑兽化[卯]	3	Passives.json
Purge Enforcer of the Famiglie	家族肃清者	3	Passives.json
Backed Against a River	背水之阵	3	Passives.json
The Orthodox Blade [整劍]	整剑	3	Passives.json
Singular Focus of the Mind	精神一到	3	Passives.json
Tranquility [靜念]	静念	3	Passives.json
Magnum Opus: Tibia	一生之作：提比娅	3	Passives.json
Please, Do Stop Running and Be Seated	四处走动的观众，请坐在椅子上欣赏	3	Passives.json
Fascia, My Precious Artwork	我珍贵的作品，法西娅	3	Passives.json
Sealed Sword [Lævateinn]	封印之剑[莱瓦汀]	3	Passives.json
Parenting	孩子的教育	3	Passives.json
Scouring Hunterband [推刷巾]	推刷巾	3	Passives.json
The Shame of Famiglia Bognatelli	伯纳特利家族之耻	3	Passives.json
Self-loathing	自我厌恶	3	Passives_Abnormality-a1c6p2.json
A Place for Me	我的地盘	3	Passives_Abnormality-a1c6p2.json
Fathomless Wrath	莫名的暴怒	3	Passives_Abnormality-a1c6p2.json
Infernal Hound	地狱猎犬	3	Passives_Abnormality-a1c6p3.json
Long-awaited Moment	等待已久的那一刻	3	Passives_Abnormality-a1c6p3.json
Erupting Wrath	暴怒爆发	3	Passives_Abnormality-a1c6p3.json
I Don't Need Ugly Things!!	我不需要不美丽之物！！	3	Passives_Abnormality-a1c7p1.json
Blood... Blood... Blood...!	血…血…血…！	3	Passives_Abnormality-a1c7p1.json
The Parade's Lady	游行的主角	3	Passives_Abnormality-a1c7p2.json
Shattering, Scattering Hardblood	破碎四散的硬血	3	Passives_Abnormality-a1c7p3.json
Failed Ambush	奇袭失败	3	Passives_Abnormality-a1c8p2.json
Deathrite [Halt (勿動)]	咒杀【勿动】	3	Passives_Abnormality-a1c8p2.json
Deathrite [Impede (掣肘)]	咒杀【掣肘】	3	Passives_Abnormality-a1c8p2.json
I still await your answer.	我还没有听到你的答案。	3	Passives_Abnormality-a1c8p2.json
Lights Out	灯泡放电	3	Passives_Abnormality-a1c951.json
Iron Maiden - Defibrillation	铁处女-除颤	3	Passives_Abnormality-a1c9p1.json
Allow Me to Briefly Enjoy My Pupil's Exhibition	让我来欣赏一下徒弟的作品吧	3	Passives_Abnormality-a1c9p3.json
Visitors Must Respect the Rules of the Gallery	画廊有其独有的欣赏规则	3	Passives_Abnormality-a1c9p3.json
Am I doing this right, Papa?!	这样做就可以了吧，老爸！	3	Passives_Abnormality-a1c9p3.json
Rien, The Index Nursefather	食指父辈 里恩	3	Passives_Abnormality-a1c9p3.json
Rien, the Father [Imitation]	父辈 里恩[仿造品]	3	Passives_Abnormality-a1c9p3.json
Oracle Device [Caduceus] - Full Unlock	神谕终端[双蛇杖]-完全解放	3	Passives_Abnormality-a1c9p3.json
Plastered Training	烂醉修行	3	Passives_Abnormality-cultivation.json
Tracking Traces	痕迹追踪	3	Passives_Abnormality-exme.json
The Seventh Kindred	七代眷属	3	Passives_Abnormality-mowe.json
I am yet to hear your answer.	我还没有听到你的答案。	3	Passives_Abnormality-mr6.json
Rufo, a Docent of The Ring's School of Fauvism	环指 野兽派讲解员 卢佛	3	Passives_Abnormality-twth.json
DON'T LET THE KIDS READ THIS	如果它出现了也是bug	3	Passives_Abnormality.json
Severed Arm	被切断的手臂	3	Passives_Abnormality.json
Connected Hurt	连结的痛楚	3	Passives_Abnormality_Refraction3.json
Want to be Free	渴望自由	3	Passives_Abnormality_Refraction4.json
Sharp Thorn	锋利的荆棘	3	Passives_Abnormality_Refraction5.json
Dragon's Scale	龙鳞	3	Passives_Abnormality_Refraction6.json
The Last Resort	最后的手段	3	Passives_Assist-a1c9p3.json
Deep Contemplation	深深思索	3	Passives_Assist-a1c9p3.json
Blood Barrier	血幕	3	Passives_Assist-a1c9p3.json
Halberd and Bastard Sword	长柄斧与手半剑	3	Passives_Assist-a1c9p3.json
Wading Through a Dream, the Self Nowhere to be Found [無我夢中]	无我梦中	3	Passives_Assist-a1c9p3.json
Swiftblade	快剑	3	Passives_Assist-exme.json
Thanks so much, everyone!	大家，太谢谢你们了！	3	Passives_Assist-walpu6.json
Connected Pain	连结的痛楚	3	Passives_Enemy-a1c5p1.json
Ain't That a Prick?	那儿不痛吗？	3	Passives_Enemy-a1c5p1.json
Huzzah, Men!	好耶！	3	Passives_Enemy-a1c5p1.json
Useless Fools...	没用的东西…	3	Passives_Enemy-a1c6p2.json
Focusing on Target	逐渐明确的目标	3	Passives_Enemy-a1c8p1.json
Honing in on Target	逐渐明确的目标	3	Passives_Enemy-a1c8p1.json
Plastered Training	酩酊修行	3	Passives_Enemy-a1c8p1.json
Golden Time I	黄金时间 I	3	Passives_Enemy-tkt.json
Time Recoil I	时间反冲 I	3	Passives_Enemy-tkt.json
Puffy Brume	烟气缭绕	3	Passives_Enemy-walpu5.json
Big Boss	老大哥	3	Passives_Enemy.json
Solid Exterior	坚固外壳	3	Passives_Enemy.json
Strangling Curse Talisman	捆缚的咒符	3	Passives_Enemy.json
Terminus: The Garden	终点站：庭院	3	RailwayDungeonNode1002.json
Station #4: Interlude	第4站：幕间	3	RailwayDungeonNode3.json
Station #8: Interlude	第8站：幕间	3	RailwayDungeonNode3.json
Final Turn Count	总计清剿回合数	3	RailwayDungeonUI.json
Operation Period	运行期间	3	RailwayDungeonUI.json
Continue Travels	继续行进	3	RailwayDungeonUI.json
Total Clear Turn Count	累计通关回合数	3	RailwayDungeonUI.json
No selected Buffs.	当前没有已选择的BUFF。	3	RailwayDungeonUI_1002.json
Revivable	可复活	3	RailwayDungeonUI_2.json
Selected Buffs List	BUFF选择列表	3	RailwayDungeonUI_2.json
No selected Buffs.	没有可选择的BUFF。	3	RailwayDungeonUI_2.json
Save Team	保存编队	3	RailwayDungeonUI_3.json
Total Participants	<size=200%>参战人数</size>	3	RailwayDungeonUI_4.json
No effects active.	没有生效中的效果。	3	RailwayDungeonUI_6.json
No effect applied	无生效的效果	3	RailwayDungeonUI_6.json
Cannot be Edited	无法编辑	3	SeasonTitle-a1c7.json
Zàng Huā Yín	Zàng Huā Yín	3	SeasonTitle.json
COLLAB ONLY	联动限定	3	SeasonTitle.json
The Lake and the Butterfly	湖与蝴蝶	3	StageNode-a1c5p2.json
Ticking Sounds	钟表之音	3	StageNode-a1c6p3.json
Actions of a Thief	小偷的行径	3	StageNode-a1c8p3.json
Happiness, Wrath, Sorrow, and Joy	喜怒哀乐	3	StageNode-a1c8p3.json
A Flawless Plan	完美的战术	3	StageNode1-2.json
Class 1 2	1级 2	3	StageNode1-4.json
Binding 2	纽带 2	3	StageNode1-4.json
Thirty Days of Classes	三十日课程	3	StageNode91-19.json
Chicken Attack	袭鸡	3	StageNode91-3.json
Hen Havoc	袭鸡 2	3	StageNode91-3.json
A Chicken in Hand	鸡在掌握	3	StageNode91-3.json
An Unexpected Journey	意想不到的旅程	3	StageNode91-5.json
District 20 Backstreets	20区 后巷	3	StageNode91-7.json
Upgrading Identities	人格强化	3	StoryTheaterDanteNote_3.json
Stage 2 Peccatula	2阶罪种	3	StoryTheaterDanteNote_6.json
A Wing's Decisive Weapon	翼的决战兵器	3	UnitKeyword-a1c9p3.json
LCE?	LCE？	3	UnitKeyword.json
To the Arteries	前往动脉	2	AbEvents-a1c5p3.json
Supply Crate 1	补给品 1	2	AbEvents-a1c5p3.json
Supply Crate 2	补给品 2	2	AbEvents-a1c5p3.json
Ahab 2	亚哈 2	2	AbEvents-a1c5p3.json
Ahab 3	亚哈 3	2	AbEvents-a1c5p3.json
낭떠러지_도전	낭떠러지_도전	2	AbEvents-a1c8p2.json
항아리_보기	항아리_보기	2	AbEvents-a1c8p2.json
공포_견디기	공포_견디기	2	AbEvents-a1c8p2.json
막바지_보너스_내기	막바지_보너스_내기	2	AbEvents-a1c8p2.json
Punish the You branch Heishou.	处罚黑兽 - 酉。	2	AbEvents-cultivation.json
Someone fenced Heishou Pack - Wu Branch gear	赃物：黑兽 - 午的装备	2	AbEvents-cultivation.json
The Last Knight and Rocinante	最后的骑士与罗辛南特	2	AbEvents-pilgrimage.json
The Glorious Past of Iberia	伊比利亚昔日的辉煌荣光	2	AbEvents-pilgrimage.json
Singing Machine Gift Option 2 - Harmony Guitar	歌唱机 饰品 选项2 - 和声吉他	2	AbEvents-walpu8.json
Singing Machine Gift Option 2 - Self-playing Bass	歌唱机 饰品 选项2 - 自动演奏贝斯	2	AbEvents-walpu8.json
A Rotting Corpse’s Memento	腐尸所遗留之物	2	AbEvents.json
<color=#ebcaa2>The Golden Apple formed a new body!</color>	<color=#ebcaa2>金苹果生成了新的躯干！</color>	2	AbEventsResultLog.json
Black Ledger Choice - Save the Civilians.	黑色账簿选项 - 拯救居民。	2	AbEvents_Mirror4.json
Ragged Bamboo Hat Choice - That's not what matters	破损的斗笠 判定 - 重要的另有其事	2	AbEvents_Mirror4.json
I gues so	似乎如此	2	AbEvents_Ycgd.json
Bamboo-hatted Kim's Past 5	金笠的过去 5	2	AbEvents_exme.json
We're the 'samples'.	我们就是样本。	2	AbEvents_lcbcheckup.json
Carefully look around.	仔细地观察周围。	2	AbEvents_lcbcheckup.json
A W Corp. Cleanup Agent is battling a group of Bloodbags.	一位W公司清扫人员正在与一群血袋战斗	2	AbEvents_mowe-re.json
Quiet Corridor of the Middle	寂静的中指走廊	2	AbEvents_twth.json
Peccatulum Gulae?	暴食罪种?	2	AbnormalityGuides-a1c6p2.json
Peccatulum Irae Type 3	暴怒罪种 3型	2	AbnormalityGuides-a1c6p3.json
Muddled Heishou of the Corpse Palanquin	混觉辒辌黑兽	2	AbnormalityGuides-a1c8p3.json
Class 3 Peccatulum Pigritiae	怠惰罪种 3型	2	AbnormalityGuides-a1c9114.json
Class 3 Peccatulum Morositatis	忧郁罪种 3型	2	AbnormalityGuides-a1c9114.json
Passenger Bloodbag	乘客血袋	2	AbnormalityGuides-mowe.json
W Corp. Bloodbag	W公司血袋	2	AbnormalityGuides-mowe.json
Prosthetic Bloodbag	义体血袋	2	AbnormalityGuides-mowe.json
Lobotomy E.G.O::Sunshower - Dongbaek	脑叶公司E.G.O::狐雨 - 冬柏	2	AbnormalityGuides.json
Checking the Boat	检查船只	2	ActionEvents-a1c5p3.json
Supply Crates	回收补给	2	ActionEvents-a1c5p3.json
아파하는 테디 선택지 선택 이벤트	아파하는 테디 선택지 선택 이벤트	2	ActionEvents-a1c7p3.json
Lobotomy Corporation Central Command	脑叶公司 中央本部	2	ActionEvents-walpu6.json
Lobotomy Corporation Storage	脑叶公司 仓库	2	ActionEvents-walpu6.json
Choice Event for resting	去往休息的选项	2	ActionEvents-walpu8.json
Suspiciously Sparkly Vending Machine	可疑的闪光自动贩卖机	2	ActionEvents.json
An Old Room with a Clockwork Mechanism	一间放着机械发条装置的破旧房间	2	ActionEvents.json
A Vessel of Zeal	狂信之物	2	ActionEvents.json
Exhibit of Human Parts	人体部位展览	2	ActionEvents.json
Test of Worthiness	资格试炼	2	ActionEvents.json
Mirror Room	镜之屋	2	ActionEvents.json
ApproachingTheFlower	靠近花树	2	ActionEvents.json
Black Ledger Choice #2	黑色账簿 选项2	2	ActionEvents_Mirror4.json
Fractured & Broken Blade Choice	破碎的刀刃，损坏的刀刃 选项	2	ActionEvents_Mirror4.json
Poultry Memory	群之鸡忆	2	ActionEvents_Mirror7.json
A merchant passenger	一位正在卖东西的乘客	2	ActionEvents_mowe-re.json
May She... Wake in Torment!	愿她…在苦痛中醒来！	2	BattleKeywords-a1c6p3.json
Declared Duel - Camille	决斗宣告-卡米尔	2	BattleKeywords-a1c7p1.json
Blood-shooting!!	血猎！！	2	BattleKeywords-a1c7p1.json
HOW RIGHTEOUS!!	正义至极！！	2	BattleKeywords-a1c7p1.json
Declared Duel - Meursault	决斗宣告-默尔索	2	BattleKeywords-a1c7p1.json
Focused Attack - Meursault	集中攻击-默尔索	2	BattleKeywords-a1c7p1.json
I will take responsibility, through my bloody tears.	含着血泪，我会承担起责任。	2	BattleKeywords-a1c7p1.json
Bloodfeast Consumed (shared)	共用消耗血宴总数	2	BattleKeywords-a1c7p3.json
Time to abandon my dream...	是时候放弃我的梦了…	2	BattleKeywords-a1c7p3.json
WHICH TREATS THE BUS, THE COMPANIONS, AND THE ADVENTURES	与同伴们在巴士上一同经历了诸多冒险，	2	BattleKeywords-a1c7p3.json
