# en	cn	en_hits	cn_hits	source
Perfect Shell	完整外壳	1	1	Bufs.json
Unvented Anger	难以言表的愤怒	1	1	Bufs.json
Piece of a Broken Bond	破碎纽带的残片	0	2	Bufs.json
Unknown Wound	未知的伤口	1	1	Bufs.json
Wrath Boost	暴怒强化	1	1	Bufs.json
Lust Boost	色欲强化	1	1	Bufs.json
Sloth Boost	怠惰强化	1	1	Bufs.json
Gluttony Boost	暴食强化	1	1	Bufs.json
Gloom Boost	忧郁强化	1	1	Bufs.json
Pride Boost	傲慢强化	1	1	Bufs.json
Envy Boost	嫉妒强化	1	1	Bufs.json
Burn Boost	烧伤强化	1	1	Bufs.json
Bleed Boost	流血强化	1	1	Bufs.json
Tremor Boost	震颤强化	1	1	Bufs.json
Rupture Boost	破裂强化	1	1	Bufs.json
Sinking Boost	沉沦强化	1	1	Bufs.json
Poise Boost	呼吸法强化	1	1	Bufs.json
Charge Boost	充能强化	1	1	Bufs.json
Blunt Power Down	打击威力降低	1	1	Bufs.json
Pierce Power Down	突刺威力降低	1	1	Bufs.json
Slash Power Down	斩击威力降低	1	1	Bufs.json
Wrath Power Down	暴怒威力降低	1	1	Bufs.json
Lust Power Down	色欲威力降低	1	1	Bufs.json
Gluttony Power Down	暴食威力降低	1	1	Bufs.json
Sloth Power Down	怠惰威力降低	1	1	Bufs.json
Gloom Power Down	忧郁威力降低	1	1	Bufs.json
Pride Power Down	傲慢威力降低	1	1	Bufs.json
Envy Power Down	嫉妒威力降低	1	1	Bufs.json
Assistant Librarian of History	历史层助理司书	1	1	Bufs.json
Unending Bereavement	无尽的丧失感	1	1	Bufs.json
Pouring Wrath	宣泄的暴怒	1	1	Bufs.json
Targeting Settings	目标设置	1	1	Bufs_Refraction5.json
Observe Battlefield	确认战斗状况	1	1	DanteAbilityUIText_a1c9p3.json
Battlefield Status	当前战斗状况	1	1	DanteAbilityUIText_a1c9p3.json
Ground Level Laboratory - Entrance n	地上实验室 第n入口	0	2	DungeonArea-a1c8p2.json
Quarantine Office	检疫室	1	1	DungeonArea-a1c8p2.json
Laboratory 4	第4实验室	1	1	DungeonArea-a1c8p2.json
Research Wing	研究楼	1	1	DungeonArea-a1c8p2.json
Experimentation Zone	实验区域	1	1	DungeonArea-a1c8p2.json
Laboratory 1	第1实验室	1	1	DungeonArea-a1c8p2.json
Closed Laboratory	被封锁的实验室	1	1	DungeonArea-a1c8p2.json
Laboratory 2	第2实验室	1	1	DungeonArea-a1c8p2.json
Containment Hall 3	第三收容走廊	1	1	DungeonArea1-1.json
Reserve Passageway	简易通道	1	1	DungeonArea1-1.json
Key Foothold	重要据点	1	1	DungeonArea1-1.json
Peccatula Enclosure	罪种收容设施	1	1	DungeonArea1-2.json
Paint Shop	涂装室	1	1	DungeonArea1-2.json
Drawbridge	吊桥	1	1	DungeonArea1-2.json
Ice Castle Where Neighbors Lie	邻里沉眠的冰霜城堡	0	2	DungeonArea1-2.json
Gate Entrance	关卡入口	1	1	DungeonArea1-3.json
Bridge of Suppuration	破碎之桥	1	1	DungeonArea1-3.json
N Corp's White Room	N公司的纯白房间	1	1	DungeonArea1-4.json
Hot ‘n Juicy Drumstick	火热多汁琵琶腿	0	2	EGOgift_MirrorDungeon-EventTheme.json
Contaminated Needle & Thread	脏污的针与线	0	2	EGOgift_MirrorDungeon-EventTheme.json
Sharp Needle & Thread	锐利的针与线	0	2	EGOgift_MirrorDungeon-EventTheme.json
Oil-gunked Spanner	沾染油污的扳手	1	1	EGOgift_MirrorDungeon-EventTheme.json
Twinkling Scrap	闪光废料	1	1	EGOgift_MirrorDungeon-EventTheme.json
Pom-pom Hat	毛球帽	1	1	EGOgift_MirrorDungeon-EventTheme.json
Huge Gift Sack	巨大的礼物袋	1	1	EGOgift_MirrorDungeon-EventTheme.json
Sad Plushie	悲伤的毛绒玩偶	1	1	EGOgift_MirrorDungeon-EventTheme.json
Pocket Watch : Type L	怀表：Type L	0	2	EGOgift_MirrorDungeon-EventTheme.json
Pocket Watch : Type E	怀表：Type E	0	2	EGOgift_MirrorDungeon-EventTheme.json
Pocket Watch : Type Y	怀表：Type Y	0	2	EGOgift_MirrorDungeon-EventTheme.json
Pocket Watch : Type P	怀表：Type P	0	2	EGOgift_MirrorDungeon-EventTheme.json
Snake Slough+	蛇蜕+	0	2	EGOgift_MirrorDungeon-EventTheme_2.json
False Halo+	虚假的光相+	0	2	EGOgift_MirrorDungeon-EventTheme_2.json
Metronome+	节拍器+	0	2	EGOgift_MirrorDungeon-EventTheme_2.json
Bridle++	枷锁++	0	2	EGOgift_MirrorDungeon-EventTheme_2.json
Contempt of the Gaze of Contempt+	轻蔑的视线的轻蔑+	0	2	EGOgift_MirrorDungeon-EventTheme_2.json
Unhatched Embers+	未孵化的火种+	0	2	EGOgift_MirrorDungeon-EventTheme_2.json
Vestiges of the King	王的残渣	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Snuffed Candlestick	熄灭的烛台	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Shadow Monster	影子怪物	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Packaging Box	包装盒	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Packaging Ribbon	包装缎带	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Jolly Plushie	快乐的毛绒玩偶	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Implicit Contract Renewal	默示契约更新	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Darkflame Smoking Pipe	黑焰烟斗	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Swift Command	迅捷指挥	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Gear Shrapnel	齿轮碎片	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
CQC Manual	近身格斗术教材	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Re-ignition Plug	重燃火花塞	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Enhancer Mk.4	强化剂Mk.4	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Regular Operational Gear	常规作战用装备	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
High-risk Operational Gear	高危作战用装备	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Swarmcloud	丛云	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Strange Glyph Talisman	异文符咒	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Strange Glyph Inscriptions	镌刻的异文	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Shadow Bamboo Hat	影织斗笠	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Everlasting Chains of Bond	永恒的缘分锁链	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Glyph of Glass Shards	漆字琉璃钿	1	1	EGOgift_MirrorDungeon-EventTheme_2.json
Contained Maggots	封装蛆虫	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Haunted Shoes	鬼附鞋	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Frozen Cries	冰封的哀嚎	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Hoarfrost Footprint	霜冻足迹	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Spicebush Branch	山茶花枝	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Broken Glasses	破碎的眼镜	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Unmailed Letter	未寄出的信	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Harpoon Prosthetic Leg	捕鲸枪义腿	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Guiding Gas Lamp	照亮前方的汽灯	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Chief Butler's Secret Arts	首席管家的秘籍	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Handheld Mirror	手镜	1	1	EGOgift_MirrorDungeon-StoryTheme.json
Town-protecting Harpoon+	守镇鱼叉+	0	2	EGOgift_MirrorDungeon-StoryTheme_2.json
Broken Violin+	损坏的小提琴+	0	2	EGOgift_MirrorDungeon-StoryTheme_2.json
Manor-shaped Music Box	宅邸模型八音盒	1	1	EGOgift_MirrorDungeon-StoryTheme_2.json
Butler Style Binding Arts+	管家式束缚法+	0	2	EGOgift_MirrorDungeon-StoryTheme_2.json
Refraction Glass Pod	折射玻璃管	1	1	EGOgift_MirrorDungeon-StoryTheme_2.json
WB Flask	全血烧瓶	1	1	EGOgift_MirrorDungeon-mowe-re.json
Sanguine Fragrance Descends	血香降临	1	1	EGOgift_MirrorDungeon-mowe-re.json
Discarded Dimensional Gauntlet+	被遗落的次元护手+	0	2	EGOgift_MirrorDungeon-mowe-re.json
Blue Starshard+	蓝星碎片+	0	2	EGOgift_MirrorDungeon-mowe-re.json
Biogenerative Battery	生物发电电池	1	1	EGOgift_MirrorDungeon-mowe.json
Cardiovascular Reactive Module	心脏反应模块	1	1	EGOgift_MirrorDungeon-mowe.json
Prosthetic Joint Servos	义体关节伺服电机	1	1	EGOgift_MirrorDungeon-mowe.json
Automated Joints	自动式关节	1	1	EGOgift_MirrorDungeon-mowe.json
Overcharged Battery	过度充能电池	1	1	EGOgift_MirrorDungeon-mowe.json
Perpetual Generator Servos	永动伺服电机	1	1	EGOgift_MirrorDungeon-mowe.json
Hearts-powered Jewel	心动力宝石	1	1	EGOgift_MirrorDungeon-mowe.json
Hellterfly’s Dream+	地狱蝶之梦+	0	2	EGOgift_MirrorDungeon.json
Ashes to Ashes+	尘归尘+	0	2	EGOgift_MirrorDungeon.json
Wound Clerid+	拟伤虫+	0	2	EGOgift_MirrorDungeon.json
Fiery Down+	炽热的羽毛+	0	2	EGOgift_MirrorDungeon.json
Bloody Gadget+	鲜血装饰+	0	2	EGOgift_MirrorDungeon.json
Today’s Expression	此刻的神色	0	2	EGOgift_MirrorDungeon.json
Talisman Bundle+	成捆的符咒+	0	2	EGOgift_MirrorDungeon.json
Blood, Sweat, and Tears+	膏血+	0	2	EGOgift_MirrorDungeon.json
Green Spirit+	绿光果实+	0	2	EGOgift_MirrorDungeon.json
Crown of Roses+	玫瑰王冠+	0	2	EGOgift_MirrorDungeon.json
White Gossypium+	白棉花+	0	2	EGOgift_MirrorDungeon.json
Thunderbranch+	雷击木+	0	2	EGOgift_MirrorDungeon.json
Late-bloomer’s Tattoo	刺青：大器晚成	0	2	EGOgift_MirrorDungeon.json
Lowest Star+	谷底之星+	0	2	EGOgift_MirrorDungeon.json
Nixie Divergence+	辉光变动仪+	0	2	EGOgift_MirrorDungeon.json
Voodoo Doll+	巫毒娃娃+	0	2	EGOgift_MirrorDungeon.json
Carmilla+	卡蜜拉+	0	2	EGOgift_MirrorDungeon.json
Tomorrow’s Fortune	明日的运势	0	2	EGOgift_MirrorDungeon.json
Red Order+	赤色指令+	0	2	EGOgift_MirrorDungeon.json
Smokes and Wires+	烟霾与铁丝网+	0	2	EGOgift_MirrorDungeon.json
Employee Card+	员工证+	0	2	EGOgift_MirrorDungeon.json
Oscillating Bracelet+	震荡手环+	0	2	EGOgift_MirrorDungeon.json
Glimpse of Flames+	炎鳞+	0	2	EGOgift_MirrorDungeon.json
Barbed Lasso+	荆棘套索+	0	2	EGOgift_MirrorDungeon.json
Rusted Cutting Knife+	锈蚀的美工刀+	0	2	EGOgift_MirrorDungeon.json
Thorny Path+	荆棘之路+	0	2	EGOgift_MirrorDungeon.json
Red-stained Gossypium+	红染棉花+	0	2	EGOgift_MirrorDungeon.json
Stone Tomb+	石冢+	0	2	EGOgift_MirrorDungeon.json
Portable Battery Socket+	便携式电源插座+	0	2	EGOgift_MirrorDungeon.json
Dust to Dust+	土归土+	0	2	EGOgift_MirrorDungeon.json
Melted Spring	融化的时钟发条	1	1	EGOgift_MirrorDungeon.json
Downpour+	暴雨+	0	2	EGOgift_MirrorDungeon.json
Disk Fragment	星象盘碎片	1	1	EGOgift_MirrorDungeon.json
Thrill+	快感+	0	2	EGOgift_MirrorDungeon.json
Skeletal Crumbs	遗骸碎片	1	1	EGOgift_MirrorDungeon.json
Curriculum Vitae+	简历+	0	2	EGOgift_MirrorDungeon.json
Pendant of Nostalgia+	追忆吊坠+	0	2	EGOgift_MirrorDungeon.json
Broken Revolver	损坏的左轮手枪	1	1	EGOgift_MirrorDungeon.json
Artistic Sense+	美感+	0	2	EGOgift_MirrorDungeon.json
Nebulizer+	雾化吸入器+	0	2	EGOgift_MirrorDungeon.json
Special Contract	特别合约	1	1	EGOgift_MirrorDungeon.json
Wrist Guards+	护腕+	0	2	EGOgift_MirrorDungeon.json
Clear Mirror, Calm Water+	明镜止水+	0	2	EGOgift_MirrorDungeon.json
Charred Disk	烧焦的圆盘	1	1	EGOgift_MirrorDungeon.json
Lightning Rod+	避雷针+	0	2	EGOgift_MirrorDungeon.json
Endorphin Kit+	内啡肽试剂组+	0	2	EGOgift_MirrorDungeon.json
Headless Portrait+	无头肖像+	0	2	EGOgift_MirrorDungeon.json
Charge-type Gloves+	充能式手套+	0	2	EGOgift_MirrorDungeon.json
First-aid Kit	便携式急救包	1	1	EGOgift_MirrorDungeon.json
Voracious Hammer	贪婪之锤	1	1	EGOgift_MirrorDungeon.json
Milepost of Survival	生存的里程标	1	1	EGOgift_MirrorDungeon.json
Piece of Relationship+	缘分残片+	0	2	EGOgift_MirrorDungeon.json
Burning Intellect+	炽热的智慧+	0	2	EGOgift_MirrorDungeon.json
Rusted Muzzle+	锈蚀的笼头+	0	2	EGOgift_MirrorDungeon.json
Bloody Mist	血雾	1	1	EGOgift_MirrorDungeon.json
Bell of Truth+	真理之钟+	0	2	EGOgift_MirrorDungeon.json
Coupled Oscillation	震颤耦合	1	1	EGOgift_MirrorDungeon.json
Fluorescent Lamp+	荧光灯+	0	2	EGOgift_MirrorDungeon.json
Enrapturing Trance	恍惚镜	1	1	EGOgift_MirrorDungeon.json
Broken Compass+	破碎罗盘+	0	2	EGOgift_MirrorDungeon.json
Black Sheet Music	黑色乐谱	1	1	EGOgift_MirrorDungeon.json
Ornamental Horseshoe+	马蹄铁饰物+	0	2	EGOgift_MirrorDungeon.json
Lucky Pouch	福袋	1	1	EGOgift_MirrorDungeon.json
Material Interference Force Field+	物理屏蔽力场+	0	2	EGOgift_MirrorDungeon.json
T-1 Perpetual Motion Machine	第一类永动机	1	1	EGOgift_MirrorDungeon.json
Melted Paraffin+	熔化的石蜡+	0	2	EGOgift_MirrorDungeon.json
Polarization+	偏振光+	0	2	EGOgift_MirrorDungeon.json
Pain of Stifled Rage+	郁火+	0	2	EGOgift_MirrorDungeon.json
Fragment of Hellfire	业火残片	1	1	EGOgift_MirrorDungeon.json
Arrested Hymn+	被扣留的颂歌+	0	2	EGOgift_MirrorDungeon.json
Tangled Bundle+	纠缠捆束+	0	2	EGOgift_MirrorDungeon.json
Awe+	敬畏+	0	2	EGOgift_MirrorDungeon.json
Fragment of Allurement	魅惑残片	1	1	EGOgift_MirrorDungeon.json
Bio-venom Vial+	生物剧毒药瓶+	0	2	EGOgift_MirrorDungeon.json
Venomous Skin+	剧毒外皮+	0	2	EGOgift_MirrorDungeon.json
Sour Liquor Aroma+	酸味的酒香+	0	2	EGOgift_MirrorDungeon.json
Mirror Tactile Synaesthesia	镜触觉通感	1	1	EGOgift_MirrorDungeon.json
Fragment of Inertia	惰性残片	1	1	EGOgift_MirrorDungeon.json
Bone Stake	骨桩	1	1	EGOgift_MirrorDungeon.json
Ragged Umbrella+	破损的雨伞+	0	2	EGOgift_MirrorDungeon.json
Deathseeker	寻死者	1	1	EGOgift_MirrorDungeon.json
Fragment of Desire	欲望残片	1	1	EGOgift_MirrorDungeon.json
Eldtree Snare+	古木陷阱+	0	2	EGOgift_MirrorDungeon.json
Rags+	破布+	0	2	EGOgift_MirrorDungeon.json
Grandeur+	庄严+	0	2	EGOgift_MirrorDungeon.json
Fragment of Decay	蚕食残片	1	1	EGOgift_MirrorDungeon.json
Devil's Share+	魔鬼所享+	0	2	EGOgift_MirrorDungeon.json
Emerald Elytra+	绿色鞘翅+	0	2	EGOgift_MirrorDungeon.json
Old Wooden Doll+	陈旧的木雕人偶+	0	2	EGOgift_MirrorDungeon.json
Fragment of Conceit	骄慢残片	1	1	EGOgift_MirrorDungeon.json
UPS System+	不间断电源装置+	0	2	EGOgift_MirrorDungeon.json
Uncapped Defibrilator+	解除限制的除颤仪+	0	2	EGOgift_MirrorDungeon.json
Patrolling Flashlight+	巡逻用手电筒+	0	2	EGOgift_MirrorDungeon.json
Imitative Generator	仿造发电机	1	1	EGOgift_MirrorDungeon.json
Fragment of Friction	摩擦残片	1	1	EGOgift_MirrorDungeon.json
Scalpel+	手术用刀+	0	2	EGOgift_MirrorDungeon.json
Deceptive Accord+	虚饰的和平+	0	2	EGOgift_MirrorDungeon.json
Tailor's Scissors+	裁缝用剪刀+	0	2	EGOgift_MirrorDungeon.json
Resolution+	决意+	0	2	EGOgift_MirrorDungeon.json
Moment of Sentencing+	宣判之刻+	0	2	EGOgift_MirrorDungeon.json
Sundered Memory	切开的记忆	1	1	EGOgift_MirrorDungeon.json
Carpenter's Nail+	木工用长钉+	0	2	EGOgift_MirrorDungeon.json
Once, A Blessing+	曾经的祝福+	0	2	EGOgift_MirrorDungeon.json
Torn Bandolier+	撕裂的弹带+	0	2	EGOgift_MirrorDungeon.json
Keenbranch+	磨尖的树枝+	0	2	EGOgift_MirrorDungeon.json
Punctured Memory	洞穿的记忆	1	1	EGOgift_MirrorDungeon.json
Burial Curse+	作祟+	0	2	EGOgift_MirrorDungeon.json
Compression Bandage+	加压绷带+	0	2	EGOgift_MirrorDungeon.json
Temporal Bridle+	时间的枷锁+	0	2	EGOgift_MirrorDungeon.json
Clasped Sculpture+	紧握的雕像+	0	2	EGOgift_MirrorDungeon.json
Reverberation+	残响+	0	2	EGOgift_MirrorDungeon.json
Smoking Gunpowder+	有烟火药+	0	2	EGOgift_MirrorDungeon.json
Decamillennial Stewpot	万年炖锅	1	1	EGOgift_MirrorDungeon.json
Secret Cookbook	烹饪秘诀书	1	1	EGOgift_MirrorDungeon.json
Millarca	蜜拉卡	1	1	EGOgift_MirrorDungeon.json
Interlocked Cogs	啮合的齿轮	1	1	EGOgift_MirrorDungeon.json
Thorny Rope Cuffs	荆棘捕绳	1	1	EGOgift_MirrorDungeon.json
Tangled Bones	碎裂的骨片	1	1	EGOgift_MirrorDungeon.json
T-1B Octagonal Bolt	1B型八角螺栓	1	1	EGOgift_MirrorDungeon.json
Special Catalogue	特别目录	1	1	EGOgift_MirrorDungeon.json
Pre-order Discount	预约优惠券	1	1	EGOgift_MirrorDungeon.json
Renewed Merch	翻新的商品	1	1	EGOgift_MirrorDungeon.json
Trial Plan Guide	试用计划指南	1	1	EGOgift_MirrorDungeon.json
Prestige Card	贵宾卡	1	1	EGOgift_MirrorDungeon.json
Brilliant Vestige	辉煌的残影	1	1	EGOgift_MirrorDungeon.json
Lunar Vestige	月之残影	1	1	EGOgift_MirrorDungeon.json
Overused Whetstone	磨损的砥石	1	1	EGOgift_MirrorDungeon.json
Short Cane Sword+	拐杖短剑+	0	2	EGOgift_MirrorDungeon.json
Cloudpattern Gourd Bottle+	云纹鹤颈瓶+	0	2	EGOgift_MirrorDungeon.json
Broken Greatsword	破碎的巨剑	1	1	EGOgift_MirrorDungeon.json
High-tensility Shoes	高弹性钢鞋	1	1	EGOgift_MirrorDungeon.json
Plume of Proof+	见证的羽饰+	0	2	EGOgift_MirrorDungeon.json
Torn Hems+	磨破的衣袖+	0	2	EGOgift_MirrorDungeon.json
Dueling Manual Book 3	决斗教材第三卷	1	1	EGOgift_MirrorDungeon.json
Dimensional Recycle Bin	次元分类回收箱	1	1	EGOgift_MirrorDungeon.json
Pocket Flashcards+	口袋助记卡+	0	2	EGOgift_MirrorDungeon.json
Dimensional Perception Modifier	次元知觉变体	1	1	EGOgift_MirrorDungeon.json
Decamillennial Hearthflame	万年炉火	1	1	EGOgift_MirrorDungeon_2.json
Purloined Flame	盗来的火焰	1	1	EGOgift_MirrorDungeon_2.json
Hemorrhagic Shock	失血性休克	1	1	EGOgift_MirrorDungeon_2.json
Gemstone Oscillator	宝石振子	1	1	EGOgift_MirrorDungeon_2.json
Omnivibro-octovecti-bell	无振八方钟	1	1	EGOgift_MirrorDungeon_2.json
Shard of Apocalypse	终末的碎片	1	1	EGOgift_MirrorDungeon_2.json
Eerie Effigy	奇怪的石像	1	1	EGOgift_MirrorDungeon_2.json
Cantabile	如歌	1	1	EGOgift_MirrorDungeon_2.json
Faded Overcoat	褪色的外套	1	1	EGOgift_MirrorDungeon_2.json
Surging Globe	浪景球	1	1	EGOgift_MirrorDungeon_2.json
Impending Wave	袭来的浪潮	1	1	EGOgift_MirrorDungeon_2.json
Cask Spirits	桶装烈酒	1	1	EGOgift_MirrorDungeon_2.json
Insulator	绝缘子	1	1	EGOgift_MirrorDungeon_2.json
T-5 Perpetual Motion Machine	第五类永动机	1	1	EGOgift_MirrorDungeon_2.json
Sorrowful Exhale	悲闷的吐息	1	1	EGOgift_MirrorDungeon_6.json
Shatterbound Cannon	注定破碎的火炮	1	1	EGOgift_MirrorDungeon_6.json
Coveting Thorn	贪欲之棘	1	1	EGOgift_MirrorDungeon_6.json
Meat Tenderizer+	松肉锤+	0	2	EGOgift_MirrorDungeon_7.json
Chance & Choice	概率与选择	0	2	EGOgift_MirrorDungeon_7.json
Miniature Ferris Wheel	微型摩天轮	1	1	EGOgift_MirrorDungeon_7.json
Searing Hammer	灼热之锤	1	1	EGOgift_MirrorDungeon_7.json
Red Necktie	红领带	1	1	EGOgift_MirrorDungeon_7.json
Someone's Device	某人的终端	1	1	EGOgift_MirrorDungeon_7.json
Providence of the Prescript	指令的庇护	1	1	EGOgift_MirrorDungeon_7.json
Omni-tool+	万能工具+	0	2	EGOgift_MirrorDungeon_7.json
Stolen Fixer Magazine	被盗的收尾人杂志	1	1	EGOgift_MirrorDungeon_7.json
Pure-white Canvas	空白画布	1	1	EGOgift_MirrorDungeon_7.json
The Spider's Thread+	蜘蛛网+	0	2	EGOgift_MirrorDungeon_7.json
Someone's Azure Blade	某人的青刀	1	1	EGOgift_MirrorDungeon_7.json
Imperfect Eye of Precognition	不完善的预知眼	1	1	EGOgift_MirrorDungeon_7.json
The Abandoned Oracle	遗落的神谕	1	1	EGOgift_MirrorDungeon_7.json
A Maestro's Ring-Turned-Artwork	化为作品的大师指环	1	1	EGOgift_MirrorDungeon_7.json
Mid-range K Corp. Ampule	量产型K公司安瓿	1	1	EGOgift_MirrorDungeon_7.json
Burning Fate	燃烧的命运	1	1	EGOgift_MirrorDungeon_7.json
Carousel Figurine	旋转木马模型	1	1	EGOgift_MirrorDungeon_7.json
Another Round!	再来一杯！	0	2	EGOgift_MirrorDungeon_7.json
Spiderweb Entangled in Red	赤红纠缠的蜘蛛巢	1	1	EGOgift_MirrorDungeon_7.json
Baekja Water Dropper	白瓷砚滴	1	1	EGOgift_MirrorDungeon_7.json
Flagroot Cane Sword	菖蒲剑	1	1	EGOgift_MirrorDungeon_7.json
Crushed Wooden Manacle	粉碎的木制刑具	1	1	EGOgift_MirrorDungeon_7.json
Unadorned Sword-guard	无纹的刀镡	1	1	EGOgift_MirrorDungeon_7.json
Wing-shaped Waxen Candle	翼形蜡烛	1	1	EGOgift_MirrorDungeon_7.json
Tributary Cigar	奉纳的雪茄	1	1	EGOgift_MirrorDungeon_7.json
Reverse Knot	反向结	1	1	EGOgift_StoryDungeon-a1c5p3.json
Melted LCCB Employee Badge	融化的LCCB员工证	1	1	EGOgift_StoryDungeon-a1c5p3.json
Crossed Knot	十字结	1	1	EGOgift_StoryDungeon-a1c5p3.json
Compulsive's Knot	强迫结	1	1	EGOgift_StoryDungeon-a1c5p3.json
Standard Issue Mag	补给弹匣	1	1	EGOgift_StoryDungeon-a1c5p3.json
La Manchaland Standard Pass	拉·曼却领常规通行券	1	1	EGOgift_StoryDungeon-a1c7p3.json
Self-flagellation Whip	告解之鞭	1	1	EGOgift_StoryDungeon-a1c7p3.json
A Little Dream	小小的梦	1	1	EGOgift_StoryDungeon-a1c7p3.json
The Dream Begins Anew	再一次做的梦	1	1	EGOgift_StoryDungeon-a1c7p3.json
Shoddy Dressing	破旧绷带	1	1	EGOgift_StoryDungeon.json
Festered Fragment	腐烂碎片	1	1	EGOgift_StoryDungeon.json
Etched Doomsday	终末浮雕	1	1	EGOgift_StoryDungeon.json
Rainbow Mainspring	彩色发条	1	1	EGOgift_StoryDungeon.json
Rusty Mainspring	生锈发条	1	1	EGOgift_StoryDungeon.json
Emergency Surgical Kit	紧急手术套件	1	1	EGOgift_StoryDungeon.json
Writhing Ribbon	蠢蠢欲动的丝带	1	1	EGOgift_StoryDungeon.json
Torch Stack	一堆火把	1	1	EGOgift_StoryDungeon.json
Sparkling Skull	发光颅骨	1	1	EGOgift_StoryDungeon.json
Sniggering Tongue	窃笑的舌头	1	1	EGOgift_StoryDungeon.json
Green Skin	绿色外皮	1	1	EGOgift_StoryDungeon.json
Topfhelm	钢盔	1	1	EGOgift_StoryDungeon.json
Piece of Crumbled Egg	破碎之卵的残片	1	1	EGOgift_StoryDungeon.json
Cold Illusion	冰冷的幻想	1	1	EGOgift_StoryDungeon.json
Sharp Illusion	尖锐的幻想	1	1	EGOgift_StoryDungeon.json
Fragrant Illusion	芬芳的幻想	1	1	EGOgift_StoryDungeon.json
Trace of Stars	星迹	1	1	EGOgift_StoryDungeon.json
Pungent Bud	香气刺鼻的花蕾	1	1	EGOgift_StoryDungeon.json
Hot Tears	热烈的泪水	1	1	EGOgift_StoryDungeon.json
Cooled Tear	冰冷的泪水	1	1	EGOgift_StoryDungeon.json
Memories of Fragments	碎片的记忆	1	1	EGOgift_StoryDungeon.json
Piece of Reversing Memories	追忆流转的残片	1	1	EGOgift_StoryDungeon.json
Universal Skeleton	万物的骨架	1	1	EGOgift_TwiningThreads.json
The Middle Styled Knuckle-dusters	中指式指虎	1	1	EGOgift_TwiningThreads.json
Unoccupied Birdcage	空荡的鸟笼	1	1	EGOgift_TwiningThreads.json
Searing Brass+	灼热的铜管+	0	2	EGOgift_TwiningThreads.json
Universal Instinct	万物的本能	1	1	EGOgift_TwiningThreads.json
Heavenly King's Heartmending Pill	天王补心丹	1	1	EGOgift_a1c8p2.json
Tranquil Lotus Bolus	静莲丸	1	1	EGOgift_a1c8p2.json
Sanguine Blossom Bolus	血花丸	1	1	EGOgift_a1c8p2.json
Accursed Codex	被诅咒的古代文书	1	1	EGOgift_a1c8p2.json
Madness-inscribed Codex	寄宿疯狂的古代文书	1	1	EGOgift_a1c8p2.json
Heartrender Talisman	破心符	1	1	EGOgift_a1c8p2.json
Bloodsevering Blade	绝血刀	1	1	EGOgift_a1c8p2.json
Faded Poster	褪色的海报	1	1	EGOgift_a1c8p2.json
Deep Claw Marks	深深的爪痕	1	1	EGOgift_a1c8p2.json
Blackiron Barding	黑铁马胄	1	1	EGOgift_cultivation.json
Shaoxing Wine+	绍兴酒+	0	2	EGOgift_cultivation.json
The Family's Resentment	家人的怨恨	1	1	EGOgift_cultivation.json
For the Capo	为了指挥官	1	1	EGOgift_cultivation.json
Rules of the Middle	中指规矩	1	1	EGOgift_cultivation.json
Kkomi's Mini-Gift	可米的小小礼物	1	1	EGOgift_cultivation.json
Someone's Dropped Employee Card	某人遗落的员工证	1	1	EGOgift_lcbcheckup-re.json
Boombox of Dramatic Entrances	登场专用音响	1	1	EGOgift_night-clean-up-re.json
Shadowlurking	暗中行动	1	1	EGOgift_night-clean-up-re.json
Sea Terror Notes	恐鱼研究记录	1	1	EGOgift_pilgrimage.json
Goldforged Compass	黄金罗盘	1	1	EGOgift_pilgrimage.json
Silver Key Bundle	银色的钥匙串	1	1	EGOgift_pilgrimage.json
Sea Terror Jerky	恐鱼干	1	1	EGOgift_pilgrimage.json
