# en	cn	source	id
Season 4 [Selected Sinner]’s Egoshard	第4赛季 [选择的罪人] 自我碎片	Items-a1c6.json	10004
[Season 5] 3★ Guarantee Decaextraction Ticket	[第5赛季]3★人格必得十连提取券	Items-a1c7p1.json	108
Level Boost Ticket V	人格等级直升券V	Items-a1c7p1.json	225
[Season 5] Egoshard Crate	[第5赛季]自我碎片箱	Items-a1c7p1.json	1105
[Season 5] Nominable Egoshard Crate	[第5赛季]自我碎片自选箱	Items-a1c7p1.json	1205
[Season 5] Yi Sang’s Egoshard	[第5赛季]自我碎片-李箱	Items-a1c7p1.json	10105
[Season 5] Faust’s Egoshard	[第5赛季]自我碎片-浮士德	Items-a1c7p1.json	10205
[Season 5] Don Quixote’s Egoshard	[第5赛季]自我碎片-堂吉诃德	Items-a1c7p1.json	10305
[Season 5] Ryōshū’s Egoshard	[第5赛季]自我碎片-良秀	Items-a1c7p1.json	10405
[Season 5] Meursault’s Egoshard	[第5赛季]自我碎片-默尔索	Items-a1c7p1.json	10505
[Season 5] Hong Lu’s Egoshard	[第5赛季]自我碎片-鸿璐	Items-a1c7p1.json	10605
[Season 5] Heathcliff’s Egoshard	[第5赛季]自我碎片-希斯克利夫	Items-a1c7p1.json	10705
[Season 5] Ishmael’s Egoshard	[第5赛季]自我碎片-以实玛利	Items-a1c7p1.json	10805
[Season 5] Rodion's Egoshard	[第5赛季]自我碎片-罗佳	Items-a1c7p1.json	10905
[Season 5] Sinclair’s Egoshard	[第5赛季]自我碎片-辛克莱	Items-a1c7p1.json	11005
[Season 5] Outis’s Egoshard	[第5赛季]自我碎片-奥提斯	Items-a1c7p1.json	11105
[Season 5] Gregor’s Egoshard	[第5赛季]自我碎片-格里高尔	Items-a1c7p1.json	11205
Season 5 Uptie & Threadspinning only Shard (Universal)	第5赛季同步&异想解析专用碎片（通用）	Items-a1c7p1.json	12005
Season 5 [Selected Sinner]’s Egoshard	第5赛季 [选择的罪人] 自我碎片	Items-a1c7p1.json	10005
[Season 6] 3★ Guarantee Decaextraction Ticket	[第6赛季]3★人格必得十连提取券	Items-a1c8p1.json	109
[Season 6] Egoshard Crate	[第6赛季]自我碎片箱	Items-a1c8p1.json	1106
[Season 6] Nominable Egoshard Crate	[第6赛季]自我碎片自选箱	Items-a1c8p1.json	1206
[Season 6] Yi Sang’s Egoshard	[第6赛季]自我碎片-李箱	Items-a1c8p1.json	10106
[Season 6] Faust’s Egoshard	[第6赛季]自我碎片-浮士德	Items-a1c8p1.json	10206
[Season 6] Don Quixote’s Egoshard	[第6赛季]自我碎片-堂吉诃德	Items-a1c8p1.json	10306
[Season 6] Ryōshū’s Egoshard	[第6赛季]自我碎片-良秀	Items-a1c8p1.json	10406
[Season 6] Meursault’s Egoshard	[第6赛季]自我碎片-默尔索	Items-a1c8p1.json	10506
[Season 6] Hong Lu’s Egoshard	[第6赛季]自我碎片-鸿璐	Items-a1c8p1.json	10606
[Season 6] Heathcliff’s Egoshard	[第6赛季]自我碎片-希斯克利夫	Items-a1c8p1.json	10706
[Season 6] Ishmael’s Egoshard	[第6赛季]自我碎片-以实玛利	Items-a1c8p1.json	10806
[Season 6] Rodion's Egoshard	[第6赛季]自我碎片-罗佳	Items-a1c8p1.json	10906
[Season 6] Sinclair’s Egoshard	[第6赛季]自我碎片-辛克莱	Items-a1c8p1.json	11006
[Season 6] Outis’s Egoshard	[第6赛季]自我碎片-奥提斯	Items-a1c8p1.json	11106
[Season 6] Gregor’s Egoshard	[第6赛季]自我碎片-格里高尔	Items-a1c8p1.json	11206
Season 6 Uptie & Threadspinning only Shard (Universal)	第6赛季同步&异想解析专用碎片（通用）	Items-a1c8p1.json	12006
Season 6 [Selected Sinner]’s Egoshard	第6赛季 [选择的罪人] 自我碎片	Items-a1c8p1.json	10006
[Season 7] 3★ Guarantee Decaextraction Ticket	[第7赛季]3★人格必得十连提取券	Items-a1c9p1.json	110
[Season 7] Egoshard Crate	[第7赛季]自我碎片箱	Items-a1c9p1.json	1107
[Season 7] Nominable Egoshard Crate	[第7赛季]自我碎片自选箱	Items-a1c9p1.json	1207
[Season 7] Yi Sang’s Egoshard	[第7赛季]自我碎片-李箱	Items-a1c9p1.json	10107
[Season 7] Faust’s Egoshard	[第7赛季]自我碎片-浮士德	Items-a1c9p1.json	10207
[Season 7] Don Quixote’s Egoshard	[第7赛季]自我碎片-堂吉诃德	Items-a1c9p1.json	10307
[Season 7] Ryōshū’s Egoshard	[第7赛季]自我碎片-良秀	Items-a1c9p1.json	10407
[Season 7] Meursault’s Egoshard	[第7赛季]自我碎片-默尔索	Items-a1c9p1.json	10507
[Season 7] Hong Lu’s Egoshard	[第7赛季]自我碎片-鸿璐	Items-a1c9p1.json	10607
[Season 7] Heathcliff’s Egoshard	[第7赛季]自我碎片-希斯克利夫	Items-a1c9p1.json	10707
[Season 7] Ishmael’s Egoshard	[第7赛季]自我碎片-以实玛利	Items-a1c9p1.json	10807
[Season 7] Rodion's Egoshard	[第7赛季]自我碎片-罗佳	Items-a1c9p1.json	10907
[Season 7] Sinclair’s Egoshard	[第7赛季]自我碎片-辛克莱	Items-a1c9p1.json	11007
[Season 7] Outis’s Egoshard	[第7赛季]自我碎片-奥提斯	Items-a1c9p1.json	11107
[Season 7] Gregor’s Egoshard	[第7赛季]自我碎片-格里高尔	Items-a1c9p1.json	11207
Season 7 Uptie & Threadspinning only Shard (Universal)	第7赛季同步&异想解析专用碎片（通用）	Items-a1c9p1.json	12007
Season 7 [Selected Sinner]’s Egoshard	第7赛季 [选择的罪人] 自我碎片	Items-a1c9p1.json	10007
Identity Takeoff Ticket - ver.3	人格跳跃成长券 - ver.3	Items-a1c9p1.json	236
Nominable S3 Identity Ticket	第3赛季人格自选券	Items-a1c9p1.json	503
3rd Anniversary
Nominable Identity Ticket	3周年纪念人格自选券	Items-a1c9p1.json	703
Spinchains	解析锁链	Items-egoFifth.json	202
Kkomi's Gift	可米的礼物	Items-fools.json	9001
Sinnerlings' Chicken-scratch Farewells	字迹稚嫩的寄语	Items-x1p1c1.json	9002
Paid Lunacy	付费狂气	Items.json	1
Free Lunacy	免费狂气	Items.json	2
Lunacy	狂气	Items.json	3
Enkephalin Module	脑啡肽模块	Items.json	11
Extraction Ticket	提取券	Items.json	101
Decaextraction Ticket	十连提取券	Items.json	102
3★ Guarantee Decaextraction Ticket	3★人格必得十连提取券	Items.json	103
[Season 1] 3★ Guarantee Decaextraction Ticket	[第1赛季]3★人格必得十连提取券	Items.json	104
[Season 2] 3★ Guarantee Decaextraction Ticket	[第2赛季]3★人格必得十连提取券	Items.json	105
[Season 3] 3★ Guarantee Decaextraction Ticket	[第3赛季]3★人格必得十连提取券	Items.json	106
Thread	纺锤	Items.json	201
Identity Training Ticket I	人格训练券I	Items.json	211
Identity Training Ticket II	人格训练券II	Items.json	212
Identity Training Ticket III	人格训练券III	Items.json	213
Identity Training Ticket IV	人格训练券IV	Items.json	214
Level Boost Ticket I	人格等级直升券I	Items.json	221
Level Boost Ticket II	人格等级直升券II	Items.json	222
Level Boost Ticket III	人格等级直升券III	Items.json	223
Level Boost Ticket IV	人格等级直升券IV	Items.json	224
Identity Takeoff Ticket	人格跳跃成长券	Items.json	231
Enkephalin Box	脑啡肽盒子	Items.json	301
Thread Crate	纺锤箱	Items.json	401
[Season 1] Egoshard Crate	[第1赛季]自我碎片箱	Items.json	1101
[Season 1] Nominable Egoshard Crate	[第1赛季]自我碎片自选箱	Items.json	1201
[Season 2] Egoshard Crate	[第2赛季]自我碎片箱	Items.json	1102
[Season 2] Nominable Egoshard Crate	[第2赛季]自我碎片自选箱	Items.json	1202
[Season 3] Egoshard Crate	[第3赛季]自我碎片箱	Items.json	1103
[Season 3] Nominable Egoshard Crate	[第3赛季]自我碎片自选箱	Items.json	1203
[Season 1] Yi Sang’s Egoshard	[第1赛季]自我碎片-李箱	Items.json	10101
[Season 1] Faust’s Egoshard	[第1赛季]自我碎片-浮士德	Items.json	10201
[Season 1] Don Quixote’s Egoshard	[第1赛季]自我碎片-堂吉诃德	Items.json	10301
[Season 1] Ryōshū’s Egoshard	[第1赛季]自我碎片-良秀	Items.json	10401
[Season 1] Meursault’s Egoshard	[第1赛季]自我碎片-默尔索	Items.json	10501
[Season 1] Hong Lu’s Egoshard	[第1赛季]自我碎片-鸿璐	Items.json	10601
[Season 1] Heathcliff’s Egoshard	[第1赛季]自我碎片-希斯克利夫	Items.json	10701
[Season 1] Ishmael’s Egoshard	[第1赛季]自我碎片-以实玛利	Items.json	10801
[Season 1] Rodion’s Egoshard	[第1赛季]自我碎片-罗佳	Items.json	10901
[Season 1] Sinclair’s Egoshard	[第1赛季]自我碎片-辛克莱	Items.json	11001
[Season 1] Outis’s Egoshard	[第1赛季]自我碎片-奥提斯	Items.json	11101
[Season 1] Gregor’s Egoshard	[第1赛季]自我碎片-格里高尔	Items.json	11201
Season 1 [Selected Sinner]’s Egoshard	第1赛季 [选择的罪人] 自我碎片	Items.json	10001
[Season 2] Yi Sang’s Egoshard	[第2赛季]自我碎片-李箱	Items.json	10102
[Season 2] Faust’s Egoshard	[第2赛季]自我碎片-浮士德	Items.json	10202
[Season 2] Don Quixote’s Egoshard	[第2赛季]自我碎片-堂吉诃德	Items.json	10302
[Season 2] Ryōshū’s Egoshard	[第2赛季]自我碎片-良秀	Items.json	10402
[Season 2] Meursault’s Egoshard	[第2赛季]自我碎片-默尔索	Items.json	10502
[Season 2] Hong Lu’s Egoshard	[第2赛季]自我碎片-鸿璐	Items.json	10602
[Season 2] Heathcliff’s Egoshard	[第2赛季]自我碎片-希斯克利夫	Items.json	10702
[Season 2] Ishmael’s Egoshard	[第2赛季]自我碎片-以实玛利	Items.json	10802
[Season 2] Rodion’s Egoshard	[第2赛季]自我碎片-罗佳	Items.json	10902
[Season 2] Sinclair’s Egoshard	[第2赛季]自我碎片-辛克莱	Items.json	11002
[Season 2] Outis’s Egoshard	[第2赛季]自我碎片-奥提斯	Items.json	11102
[Season 2] Gregor’s Egoshard	[第2赛季]自我碎片-格里高尔	Items.json	11202
[Season 3] Yi Sang’s Egoshard	[第3赛季]自我碎片-李箱	Items.json	10103
[Season 3] Faust’s Egoshard	[第3赛季]自我碎片-浮士德	Items.json	10203
[Season 3] Don Quixote’s Egoshard	[第3赛季]自我碎片-堂吉诃德	Items.json	10303
[Season 3] Ryōshū’s Egoshard	[第3赛季]自我碎片-良秀	Items.json	10403
[Season 3] Meursault’s Egoshard	[第3赛季]自我碎片-默尔索	Items.json	10503
[Season 3] Hong Lu’s Egoshard	[第3赛季]自我碎片-鸿璐	Items.json	10603
[Season 3] Heathcliff’s Egoshard	[第3赛季]自我碎片-希斯克利夫	Items.json	10703
[Season 3] Ishmael’s Egoshard	[第3赛季]自我碎片-以实玛利	Items.json	10803
[Season 3] Rodion’s Egoshard	[第3赛季]自我碎片-罗佳	Items.json	10903
[Season 3] Sinclair’s Egoshard	[第3赛季]自我碎片-辛克莱	Items.json	11003
[Season 3] Outis’s Egoshard	[第3赛季]自我碎片-奥提斯	Items.json	11103
[Season 3] Gregor’s Egoshard	[第3赛季]自我碎片-格里高尔	Items.json	11203
Season 2 [Selected Sinner]’s Egoshard	第2赛季 [选择的罪人] 自我碎片	Items.json	10002
Yisang [Ideality]	[理想]	Items.json	4
Bus-modifying Scrap	巴士改装废料	Items.json	20001
Rare Horseshoe with Bus-modifying Scrap	含有稀有马蹄铁的巴士改造废料	Items.json	20002
Egoshards	自我碎片	Items.json	5
Trinkets Sack	装饰品包裹	Items.json	20009
Huge Trinkets Sack	巨大装饰品包裹	Items.json	20010
Bloodied Scabbard	染血剑鞘	Items.json	20012
Pocket Watch	怀表	Items.json	20017
Pocket Watch Bundle	成捆怀表	Items.json	20018
Civilian Recov. Pack	普通乘客复原包	Items.json	20020
Fixer Recov. Pack	收尾人乘客复原包	Items.json	20021
Takeoff Module - ID Uptie	跳跃成长模组 - 人格同步	Items.json	232
Takeoff Module - E.G.O Spinning [WAW] x1	跳跃成长模组 - E.G.O解析 [WAW]	Items.json	233
Nominable S1 Identity Ticket	第1赛季人格自选券	Items.json	501
Nominable S1 Battle Pass E.G.O Ticket	第1赛季通行证E.G.O自选券	Items.json	601
Season 4 Uptie & Threadspinning only Shard (Universal)	第4赛季同步&异想解析专用碎片（通用）	Items.json	12004
Takeoff Module - E.G.O Spinning [HE] x1	跳跃成长模组 - E.G.O解析 [HE]	Items.json	234
Amassed Data	情报文件	Items.json	20024
Classified Data	机密文件	Items.json	20025
Nominable S2 Identity Ticket	第2赛季人格自选券	Items.json	502
Identity Takeoff Ticket - ver.2	人格跳跃成长券 - ver.2	Items.json	235
[Sweeper Fuel Cylinder]	清道夫液态燃料罐	Items.json	20029
[Sweeper Fuel Tank]	特大型液态燃料罐	Items.json	20030
Starlight of Immortality	永生的星芒	Items.json	30006
Starlight of Names and Spiders	名与蛛的星芒	Items.json	30007
Intro to Zhi, Yong, Ren	智·勇·仁基础入门手册	Items.json	20034
Definitely Not A Secret Scroll	假装不是秘籍的秘籍	Items.json	20035
Sea Terror Sample	恐鱼标本	Items.json	20036
Luminous Sea Terror Sample	发光的恐鱼标本	Items.json	20037
Threadskein	纺锤捆	Items.json	9900
Severed Thread	被斩断的线	Items.json	20043
Severed and Scorched Skein	被斩断烧却的线团	Items.json	20044
Takeoff Module - E.G.O Spinning [ZAYIN]	跳跃成长模组 - E.G.O解析 [ZAYIN]	Items.json	238
Burnt-in Lens	烧制的透镜	Items.json	20045
Photos	几张照片	Items.json	20046
Photo Bundles	许多照片	Items.json	20047
Unrolled Film	展开的胶片	Items.json	20048
Nominable Announcer Ticket [Yisang Exchange]	播报员自选券[理想兑换]	Items.json	751
Takeoff Module - E.G.O Spinning [TETH]	跳跃成长模组 - E.G.O解析 [TETH]	Items.json	237
G Corp.	G公司	KeywordDictionary.json	Gcorp
Corpse	尸体	KeywordDictionary.json	body
White Chrysanthemum	白色雏菊	MirrorDungeonAbName.json	mirrordungeon_egogift_temp_ab_name_9020
Melty Eyeball	融化的眼球	MirrorDungeonAbName.json	mirrordungeon_egogift_temp_ab_name_9024
Gain {0} Cost	获得{0} 经费	MirrorDungeonBattleRewardCase.json	dungeon_battle_reward_case_format_cost_acquisition
Gain {0} Cost
{1}% chance to gain a random E.G.O Gift	获得{0} 经费
{1}%概率随机获得一件E.G.O饰品	MirrorDungeonBattleRewardCase.json	dungeon_battle_reward_case_format_cost_and_all_tier_gift_acquisition
Gain a random Tier {0} E.G.O Gift	随机获得一件{0}级E.G.O饰品	MirrorDungeonBattleRewardCase.json	dungeon_battle_reward_case_format_random_gift_acquisition
E.G.O Resource +{1} for {0} different Affinities	随机{0}种E.G.O资源各+{1}	MirrorDungeonBattleRewardCase.json	dungeon_battle_reward_case_format_random_ego_resource_acquisition
E.G.O Resource +{1} for {0} of the least-owned Affinities	最少的{0}种E.G.O资源各+{1}	MirrorDungeonBattleRewardCase.json	dungeon_battle_reward_case_format_least_ego_resource_acquisition
Mirror of the Beginning	起始之镜	MirrorDungeonName.json	mirrordungeon_name_1
Mirror of Mirrors	镜中之镜	MirrorDungeonName.json	mirrordungeon_name_2
Mirror of Mirrors - Normal	镜中之镜 - 普通	MirrorDungeonName.json	mirrordungeon_name_2_0
Mirror of Mirrors - Hard	镜中之镜 - 困难	MirrorDungeonName.json	mirrordungeon_name_2_1
Mirror of the Lake	湖之镜	MirrorDungeonName.json	mirrordungeon_name_3
Mirror of the Lake - Normal	湖之镜 - 普通	MirrorDungeonName.json	mirrordungeon_name_3_0
Mirror of the Lake - Hard	湖之镜 - 困难	MirrorDungeonName.json	mirrordungeon_name_3_1
Mirror of the Wuthering	呼啸之镜	MirrorDungeonName.json	mirrordungeon_name_4
Mirror of the Wuthering - Simulation	呼啸之镜 - 模拟	MirrorDungeonName.json	mirrordungeon_name_4_0
Mirror of the Wuthering - Ritornello	呼啸之镜 - Ritornello	MirrorDungeonName.json	mirrordungeon_name_4_1
Mirror of the Dreaming	梦中之镜	MirrorDungeonName.json	mirrordungeon_name_5
Mirror of the Dreaming [NORMAL]	梦中之镜[普通]	MirrorDungeonName.json	mirrordungeon_name_5_0
Mirror of the Dreaming [HARD]	梦中之镜[困难]	MirrorDungeonName.json	mirrordungeon_name_5_1
Mirror of Immortality	永生之镜	MirrorDungeonName.json	mirrordungeon_name_6
Mirror of Immortality [NORMAL]	永生之镜 [NORMAL]	MirrorDungeonName.json	mirrordungeon_name_6_0
Mirror of Immortality [HARD]	永生之镜 [HARD]	MirrorDungeonName.json	mirrordungeon_name_6_1
Mirror of Names and Spiders	名与蛛之镜	MirrorDungeonName.json	mirrordungeon_name_7
Mirror of Names and Spiders [NORMAL]	名与蛛之镜 [NORMAL]	MirrorDungeonName.json	mirrordungeon_name_7_0
Mirror of Names and Spiders [HARD]	名与蛛之镜 [HARD]	MirrorDungeonName.json	mirrordungeon_name_7_1
Indistinguishable Space	无法确定的空间	MirrorDungeonNode1-1.json	2010000
Radiating Malice	充满敌意的空间	MirrorDungeonNode1-1.json	2011000
Uncanny Presentiment	不可思议的空间	MirrorDungeonNode1-1.json	2012000
Unknown Screams	无法辨别的尖啸	MirrorDungeonNode1-1.json	2013000
Inordinately Warped Reflection	高度畸变的映射	MirrorDungeonNode1-1.json	2014000
The Forgotten	被遗忘者们	MirrorDungeonTheme-1.json	1001
The Outcast	无归属者	MirrorDungeonTheme-1.json	1002
Flat-broke Gamblers	身无分文的赌徒	MirrorDungeonTheme-1.json	1003
Automated Factory	自动工厂	MirrorDungeonTheme-1.json	1004
The Unloving	无法去爱	MirrorDungeonTheme-1.json	1005
Nagel und Hammer	钉与锤	MirrorDungeonTheme-1.json	1006
Faith & Erosion	信仰与侵蚀	MirrorDungeonTheme-1.json	1007
The Unconfronting	未曾面对	MirrorDungeonTheme-1.json	1008
Nest, Workshop, and Technology	巢、工坊、技术	MirrorDungeonTheme-1.json	1009
Falling Flowers	落花	MirrorDungeonTheme-1.json	1010
Tearful Things	落泪者们	MirrorDungeonTheme-1.json	1011
The Unchanging	无改变者	MirrorDungeonTheme-1.json	1012
Lake World	湖的世界	MirrorDungeonTheme-1.json	1013
Crawling Abyss	伏行深渊	MirrorDungeonTheme-1.json	1014
The Evil Defining	定义为恶	MirrorDungeonTheme-1.json	1015
Dregs of the Manor	宅邸的副产物	MirrorDungeonTheme-1.json	1016
A Certain World	某个世界	MirrorDungeonTheme-1.json	1017
Hell's Chicken	地狱鸡	MirrorDungeonTheme-1.json	1101
S.E.A.	去·海·边	MirrorDungeonTheme-1.json	1102
Miracle in District 20	20区的奇迹	MirrorDungeonTheme-1.json	1103
Yield My Flesh to Claim Their Bones	肉斩骨断	MirrorDungeonTheme-1.json	1104
Slicers & Dicers	斩切者们	MirrorDungeonTheme-1.json	1201
To be Cleaved	当斩之物	MirrorDungeonTheme-1.json	1202
Piercers & Penetrators	穿刺者们	MirrorDungeonTheme-1.json	1203
To be Pierced	当贯之物	MirrorDungeonTheme-1.json	1204
Crushers & Breakers	粉碎者们	MirrorDungeonTheme-1.json	1205
To be Crushed	当碎之物	MirrorDungeonTheme-1.json	1206
Repressed Wrath	压抑的暴怒	MirrorDungeonTheme-1.json	1301
Unbound Wrath	解放的暴怒	MirrorDungeonTheme-1.json	1302
Emotional Repression	受情感压迫者	MirrorDungeonTheme-1.json	1303
Addicting Lust	沉迷的色欲	MirrorDungeonTheme-1.json	1304
Tangling Lust	束缚的色欲	MirrorDungeonTheme-1.json	1305
Emotional Seduction	因情感困惑者	MirrorDungeonTheme-1.json	1306
Treadwheel Sloth	空转的怠惰	MirrorDungeonTheme-1.json	1307
Inert Sloth	停滞的怠惰	MirrorDungeonTheme-1.json	1308
Emotional Indolence	待情感懒惰者	MirrorDungeonTheme-1.json	1309
Devoured Gluttony	吞噬的暴食	MirrorDungeonTheme-1.json	1310
Excessive Gluttony	漫溢的暴食	MirrorDungeonTheme-1.json	1311
Emotional Craving	对情感饥渴者	MirrorDungeonTheme-1.json	1312
Degraded Gloom	堕落的忧郁	MirrorDungeonTheme-1.json	1313
Sunk Gloom	沉溺的忧郁	MirrorDungeonTheme-1.json	1314
Emotional Flood	于情感沉溺者	MirrorDungeonTheme-1.json	1315
Vain Pride	虚张声势的傲慢	MirrorDungeonTheme-1.json	1316
Tyrannical Pride	自以为是的傲慢	MirrorDungeonTheme-1.json	1317
Emotional Subservience	向情感屈从者	MirrorDungeonTheme-1.json	1318
Insignificant Envy	寒微的嫉妒	MirrorDungeonTheme-1.json	1319
Pitiful Envy	凄惨的嫉妒	MirrorDungeonTheme-1.json	1320
Emotional Judgment	被情感评判者	MirrorDungeonTheme-1.json	1321
Burning Haze	燃烧的摇曳	MirrorDungeonTheme-1.json	1401
Season of the Flame	盛火时节	MirrorDungeonTheme-1.json	1402
Trickled Sanguine Blood	渗出的赤血	MirrorDungeonTheme-1.json	1403
Mountain of Corpses, Sea of Blood	尸山血海	MirrorDungeonTheme-1.json	1404
Dizzying Waves	缭乱的波动	MirrorDungeonTheme-1.json	1405
Abnormal Seismic Zone	异常地震带	MirrorDungeonTheme-1.json	1406
Crushing External Force	破坏性外力	MirrorDungeonTheme-1.json	1407
Unrelenting Might	破竹之势	MirrorDungeonTheme-1.json	1408
Sinking Pang	沉于苦痛	MirrorDungeonTheme-1.json	1409
Deep Sigh	深沉叹息	MirrorDungeonTheme-1.json	1411
Poised Breathing	循环呼吸	MirrorDungeonTheme-1.json	1412
Rising Power Supply	动力渐盈	MirrorDungeonTheme-1.json	1413
Thunder and Lightning	电闪雷鸣	MirrorDungeonTheme-1.json	1414
Timekilling Time	时间杀人时间	MirrorDungeonTheme-1.json	1105
Murder on the WARP Express	WARP快车谋杀案	MirrorDungeonTheme-1.json	1106
The Noon of Violet	紫罗兰的正午	MirrorDungeonTheme-1.json	1107
The Heartbreaking	心意相悖	MirrorDungeonTheme-1.json	1018
La Manchaland Re-opening	重新开园的拉·曼却领	MirrorDungeonTheme-1.json	1019
The Infinite Procession	无尽的游行	MirrorDungeonTheme-1.json	1020
Line 1	1号线	MirrorDungeonTheme-1.json	1108
Line 2	2号线	MirrorDungeonTheme-1.json	1109
Line 3	3号线	MirrorDungeonTheme-1.json	1110
Line 4 - Section #3	4号线 - 第3区段	MirrorDungeonTheme-1.json	1111
Line 4 - Section #4	4号线 - 第4区段	MirrorDungeonTheme-1.json	1112
Miracle in District 20 BokGak	20区的奇迹 复刻	MirrorDungeonTheme-1.json	1113
Full-Stopped by a Bullet	由子弹画下的句点	MirrorDungeonTheme-1.json	1114
LCB Regular Check-up	LCB定期体检	MirrorDungeonTheme-1.json	1115
Yield My Flesh to Claim Their Bones BokGak	肉斩骨断 复刻	MirrorDungeonTheme-1.json	1116
Nocturnal Sweeping	深夜清扫	MirrorDungeonTheme-1.json	1117
Line 5	5号线	MirrorDungeonTheme-1.json	1118
The Dream Ending	梦之终焉	MirrorDungeonTheme-1.json	1021
Four Houses and Greed	四大家族与欲念	MirrorDungeonTheme-1.json	1022
The Surrendered Witnessing	不思观望	MirrorDungeonTheme-1.json	1023
Hatred and Despair	憎恶与绝望	MirrorDungeonTheme-1.json	1119
Timekilling Time BokGak	时间杀人时间 复刻	MirrorDungeonTheme-1.json	1120
Spring Cultivation	切磋琢春	MirrorDungeonTheme-1.json	1121
N Corp. New League of Nine Littérateurs	N公司 新九人会	MirrorDungeonTheme-1.json	1501
Efflorescing Greenery	绽放的绿林	MirrorDungeonTheme-1.json	1502
Line 3 - Terminus	3号线 - 终点站	MirrorDungeonTheme-1.json	1503
Bridle of Infinity	永劫的枷锁	MirrorDungeonTheme-1.json	1504
S.E.A. C.R	去·海·边·激·蟹	MirrorDungeonTheme-1.json	1505
Impenetrable Path	无尽的死路	MirrorDungeonTheme-1.json	1506
Who Couldn't be Bloodfiends	无法成为血魔的人们	MirrorDungeonTheme-1.json	1507
Pilgrimage of Compassion	善意的巡礼	MirrorDungeonTheme-1.json	1122
A Beautiful Voice	美妙的嗓音	MirrorDungeonTheme-1.json	1508
The Dawn of Green	绿色的黎明	MirrorDungeonTheme-1.json	1509
Into a Certain Library's Book	进入某座图书馆的某本藏书	MirrorDungeonTheme-1.json	1510
Murder on the WARP Express BokGak	WARP快车谋杀案 复刻	MirrorDungeonTheme-1.json	1123
Charm, Wander, Doubt	魅惑、彷徨、猜疑	MirrorDungeonTheme-1.json	1024
Blade and Artwork	刀与作品	MirrorDungeonTheme-1.json	1026
The Unsevering	无割舍者	MirrorDungeonTheme-1.json	1027
The Dusk of Amber	琥珀色的黄昏	MirrorDungeonTheme-1.json	1124
LCB Regular Check-up BokGak	LCB定期体检 复刻	MirrorDungeonTheme-1.json	1125
The B.E.	凤·皇	MirrorDungeonTheme-1.json	3001
Twining Threads	绞丝结线	MirrorDungeonTheme-1.json	1126
Nocturnal Sweeping BokGak	深夜清扫 复刻	MirrorDungeonTheme-1.json	1127
Code Purple	紫色编码	MirrorDungeonTheme-1.json	1511
Bearers of Weight	身负重担者们	MirrorDungeonTheme-1.json	1512
Line 1 : MADNESS	1号线 : 疯狂	MirrorDungeonTheme-1.json	1513
Blessed Carnival	充满祝福的嘉年华	MirrorDungeonTheme-1.json	1514
Fairy Tale	精灵童话	MirrorDungeonTheme-1.json	1515
Bloodtinged Ichthyic Odor	血腥味	MirrorDungeonTheme-1.json	1516
Complete & Total Extermination	即刻处刑时间	MirrorDungeonTheme-1.json	1517
The Master of La Manchaland	拉·曼却领之主	MirrorDungeonTheme-1.json	1518
Chachihu	插翅虎	MirrorDungeonTheme-1.json	1519
A Midspring Night's Dream 2	仲春夜之梦2	MirrorDungeonTheme-1.json	1520
Mnestic Experience	经验记忆	MirrorDungeonTheme-1.json	1128
Choose Identity to Level Up	选择进行升级的人格	MirrorDungeonUI.json	mirrordungeonui_level_up
Will you enhance the selected Identity?	要升级选中的人格吗？	MirrorDungeonUI.json	mirrordungeonui_ask_level_up
Current Rewards	当前奖励	MirrorDungeonUI.json	mirrordungeonui_current_reward
Identity Acquired	已获得人格	MirrorDungeonUI.json	mirrordungeonui_acquire_new_character
Identity Upgraded	人格升级完毕	MirrorDungeonUI.json	mirrordungeonui_level_up_complete
Will you continue exploration?	要继续探索吗？	MirrorDungeonUI.json	mirrordungeonui_continue
Select Sinner	选择罪人	MirrorDungeonUI.json	mirrordungeonui_select_character
Can Equip	可装备	MirrorDungeonUI.json	mirrordungeonui_able_to_equip
Identity Powered Up!	人格已强化！	MirrorDungeonUI.json	mirrordungeon_success_to_levelup
Daily Pass EXP Bonus	额外通行证经验	MirrorDungeonUI.json	mirrordungeon_additional_exp
On Team	在队伍中	MirrorDungeonUI.json	mirrordungeon_already_in_member
Enter Mirror World	进入镜像世界	MirrorDungeonUI.json	mirrordungeon_select_start_character
E.G.O Gift GET!	获得E.G.O饰品！	MirrorDungeonUI.json	mirrordungeon_acquire_ego_gift_popup
Weekly Pass EXP Bonus	周常通行证经验加成	MirrorDungeonUI.json	mirrordungeon_additional_exp_weekly
Daily Free Entry	每日免费进入	MirrorDungeonUI.json	mirrordungeon_daily_free
Terminate the ongoing simulation?	要终止正在进行的模拟吗？	MirrorDungeonUI.json	mirrordungeon_entrance_quit_former_simulation
{0} Simulation Progress	{0} 模拟进度	MirrorDungeonUI.json	mirrordungeon_progress_rate_simulation
Resume Simulation	继续模拟	MirrorDungeonUI.json	mirrordungeon_resume_simulation
Halt Simulation	终止模拟	MirrorDungeonUI.json	mirrordungeon_stop_simulation
◆ No Enkephalin Cost	◆ 不会消耗脑啡肽	MirrorDungeonUI.json	mirrordungeon_simulation_info_1
◆ No Rewards	◆ 不会获得奖励	MirrorDungeonUI.json	mirrordungeon_simulation_info_2
Resume	继续	MirrorDungeonUI.json	mirrordungeon_progress
