# 同现实证配对：同一记录内中英直接对应（高置信）
# en	cn	count	source
Resilient Max HP +25%, Defense Level +5	强韧 体力上限+25%，防御等级+5	2	BattleKeywords_Mirror3.json
Headstrong Deal +50% damage and take -50% damage	顽强 造成的伤害+50%，受到的伤害-50%	2	BattleKeywords_Mirror3.json
Defense Level Up Defense Level +2	防御等级强化 防御等级 +2	2	BattleKeywords_Mirror4.json
Defense Skill Up Defense Skill Final Power +1	守备技能强化 守备技能最终威力 +1	2	BattleKeywords_Mirror4.json
Body Reinforcement Offense Level +2, Defense Level +4	肉体强化 攻击等级+2，防御等级+4	2	BattleKeywords_Mirror4.json
Final Attack Boost Final Power +1, Max HP +5%	最终攻击增强 技能最终威力+1，体力上限 +5%	2	BattleKeywords_Mirror4.json
Base Attack Boost Base Power +1, Max HP +5%	基础攻击增强 技能基础威力+1，体力上限 +5%	2	BattleKeywords_Mirror4.json
Clash Attack Boost Clash Power +2, Defense Level -3	拼点攻击增强 拼点威力 +2，防御等级 -3	2	BattleKeywords_Mirror4.json
Body Growth Offense Level +3, Defense Level +2, Max HP +10%	肉体生长 攻击等级 +3，防御等级 +2，体力上限 +10%	2	BattleKeywords_Mirror4.json
Body Fortification Offense Level +5, Max HP +7.5%	肉体补强 攻击等级 +5，体力上限 +7.5%	2	BattleKeywords_Mirror4.json
Defense Gear Defense Level +3, Max HP +22.5%	防御装备 防御等级 +3，体力上限 +22.5%	2	BattleKeywords_Mirror4.json
Amplify Body I Offense Level +1, Defense Level +1	肉体增强I 攻击等级 +1，防御等级 +1	2	BattleKeywords_Mirror4.json
Expand Body I Defense Level +1, Max HP +5%	肉体扩展I 防御等级 +1，体力上限 +5%	2	BattleKeywords_Mirror4.json
Max HP Boost I Max HP +7.5%	体力上限增强I 体力上限 +7.5%	2	BattleKeywords_Mirror4.json
Expand Body II Offense Level +2, Max HP +10%	肉体扩展II 攻击等级 +2，体力上限 +10%	2	BattleKeywords_Mirror4.json
Final Power Boost I Final Power +1, Max HP +5%	最终威力增强I 技能最终威力+1，体力上限 +5%	2	BattleKeywords_Mirror4.json
Base Power Boost I Base Power +1, Defense Level +1	基础威力增强I 技能基础威力+1，防御等级 +1	2	BattleKeywords_Mirror4.json
Resilient I Defense Level +4, Max HP +10%	强韧I 防御等级 +4，体力上限 +10%	2	BattleKeywords_Mirror4.json
Take an Eye I Damage Taken -10%, Damage Dealt +10%	复仇I 受到的伤害 -10%，造成的伤害 +10%	2	BattleKeywords_Mirror4.json
Expand Body III Offense Level +4, Max HP +15%	肉体扩展III 攻击等级 +4，体力上限 +15%	2	BattleKeywords_Mirror4.json
Final Power Boost II Final Power +1, Defense Level +6	最终威力增强II 技能最终威力+1，防御等级+6	2	BattleKeywords_Mirror4.json
Base Power Boost II Base Power +1, Defense Level +5	基础威力增强II 技能基础威力+1，防御等级+5	2	BattleKeywords_Mirror4.json
Clash Attack Boost I Clash Power +2, Max HP +7.5%	拼点攻击增强I 拼点威力 +2，体力上限+7.5%	2	BattleKeywords_Mirror4.json
Final Power Boost IV Final Power +2, Max HP +25%	最终威力增强IV 技能最终威力+2，体力上限+25%	2	BattleKeywords_Mirror4.json
Resilient II Defense Level +9, Max HP +30%	强韧II 防御等级+9，体力上限+30%	2	BattleKeywords_Mirror4.json
Clash Attack Boost II Clash Power +2, Max HP +30%	拼点攻击增强II 拼点威力 +2，体力上限 +30%	2	BattleKeywords_Mirror4.json
Headstrong Damage Taken -50%, Damage Dealt +50%	顽强 受到的伤害 -50%，造成的伤害 +50%	2	BattleKeywords_Mirror4.json
Keen V Offense Level +4, Max HP +10%, Damage Dealt +5%	锐利V 攻击等级+4，体力上限+10%，造成的伤害+5%	2	BattleKeywords_Mirror5.json
Growth V Offense Level +1, Max HP +25%, Damage Dealt +5%	生长V 攻击等级+1，体力上限+25%，造成的伤害+5%	2	BattleKeywords_Mirror5.json
Keen VI Offense Level +5, Max HP +10%, Damage Dealt +5%	锐利VI 攻击等级+5，体力上限+10%，造成的伤害+5%	2	BattleKeywords_Mirror5.json
Growth VI Offense Level +2, Max HP +25%, Damage Dealt +5%	生长VI 攻击等级+2，体力上限+25%，造成的伤害+5%	2	BattleKeywords_Mirror5.json
Keen IX Offense Level +8, Max HP +40%, Damage Dealt +10%	锐利IX 攻击等级+8，体力上限+40%，造成的伤害+10%	2	BattleKeywords_Mirror5.json
Mounting Adversities -	追加的制约 -	2	BattleKeywords_Mirror6.json
Vitality Boost +30% to max HP for all enemies	生命增幅 全体敌方单位的体力上限+30%	2	BattleKeywords_Mirror6.json
Power-up State Power-up State passive activated	强化状态 将会发动强化状态的被动效果	2	BattleKeywords_Refraction2.json
Active Buffs -	生效的增益 -	2	BattleKeywords_Refraction5.json
Active Trials -	生效的苦难 -	2	BattleKeywords_Refraction5.json
Affection and Resentment Deal and take +10% damage -	爱憎 造成与受到的伤害+10% -	2	BattleKeywords_Refraction6.json
Affection and Resentment Deal and take +20% damage -	爱憎 造成与受到的伤害+20% -	2	BattleKeywords_Refraction6.json
Insufficient Paid Lunacy	付费狂气不足	2	BattlePass.json
{0}d left	剩余{0}天	2	BattlePass.json
{0}h left	剩余{0}小时	2	BattlePass.json
Buy	购买	2	BattlePass.json
Various Rewards
Including the Special Banner	附带特别横幅
可获得各种奖励	2	BattlePass.json
베스파 10스킬 This is where it ends.	韦斯帕 10技能 结束了。	2	BattleSpeechBubbleDlg-a1c9p3.json
에즈라 네스터 망치 4 One! Two! Diffuse!	以斯拉 涅斯托尔 锤子 4 一！二！扩散！	2	BattleSpeechBubbleDlg-a1c9p3.json
중지 아비 4단계 3스킬 Hah! Bullseye!	中指父辈 4阶段 3技能 正中靶心啊！	2	BattleSpeechBubbleDlg-a1c9p3.json
중지 아비 스킬 2회 피격시 You...!	中指父辈 技能受击 2次时 你这……！	2	BattleSpeechBubbleDlg-a1c9p3.json
소지 아비 기믹 스킬 시전 1~4 Anxiously I have awaited.	小指父辈 释放机制技能 1~4 我曾焦急地等待。	2	BattleSpeechBubbleDlg-a1c9p3.json
소지 아비 망을 최대 3개까지 생성하여 공격하는 필살기 Mang of Resentment (怨望).	小指父辈 最多生成3个望进行攻击的必杀技 怨望。	2	BattleSpeechBubbleDlg-a1c9p3.json
산초, 4스킬 Annihilation.	桑丘，4技能 一滴不剩地。	2	BattleSpeechBubbleDlg-a1c9p3.json
산초, 4스킬 It's up to me.	桑丘，4技能 由我。	2	BattleSpeechBubbleDlg-a1c9p3.json
The fatal determination!	蕴含着！	2	BattleSpeechBubbleDlg.json
Fuels this harpoon!	哈，必杀的执念。	2	BattleSpeechBubbleDlg.json
Yield My Flesh!	肉斩！	2	BattleSpeechBubbleDlg.json
Perish within the gaol of your regrets!	困在悔恨中死去吧！	2	BattleSpeechBubbleDlg.json
Look forward to it!	期待一下吧！	2	BattleSpeechBubbleDlg.json
You will bow.	俯首。	2	BattleSpeechBubbleDlg.json
You shall be impaled!	被刺穿吧！	2	BattleSpeechBubbleDlg.json
Okay, I've got this.	就请交给我吧。	2	BattleSpeechBubbleDlg.json
... And enflame!	燃烧吧。	2	BattleSpeechBubbleDlg.json
To protect.	为了守护。	2	BattleSpeechBubbleDlg.json
Open my path.	开辟前路。	2	BattleSpeechBubbleDlg.json
Leap upon the first.	越过一个。	2	BattleSpeechBubbleDlg.json
... The crimson Contempt.	血色轻蔑。	2	BattleSpeechBubbleDlg.json
You were full of openings.	破绽百出啊。	2	BattleSpeechBubbleDlg.json
Stiletto...!	穿刺！	2	BattleSpeechBubbleDlg.json
Bloodtalons, conflagrate (血爪炎化)!	血爪炎火！	2	BattleSpeechBubbleDlg.json
Get behind me.	到我身后。	2	BattleSpeechBubbleDlg.json
Whirlwind (回風)!	回风！	2	BattleSpeechBubbleDlg.json
Ult time, right?	该放大招了对吧？	2	BattleSpeechBubbleDlg.json
Rapid fire!	速射！	2	BattleSpeechBubbleDlg.json
Fanning!	左轮速射！	2	BattleSpeechBubbleDlg.json
Good-bye.	那么，再见了。	2	BattleSpeechBubbleDlg.json
Good-bye!	那么，再见了！	2	BattleSpeechBubbleDlg.json
Hah!	哈！	2	BattleSpeechBubbleDlg.json
Remember, Kiddo?	闺女，记得吗？	2	BattleSpeechBubbleDlg.json
Demonfire Spinecleaver (鬼火腰擊).	鬼火腰击。	2	BattleSpeechBubbleDlg.json
Lucent Rippling Flame (淸潾火)!	清潾火！	2	BattleSpeechBubbleDlg.json
카세티 피격시 Curses, curses!	카세티 피격시 妈的，妈的！	2	BattleSpeechBubbleDlg_mowe.json
Awakening	觉醒技能	2	BattleUIText.json
Corrosion	侵蚀技能	2	BattleUIText.json
Effects	状态效果	2	BattleUIText.json
Slash	斩击	2	BattleUIText.json
Pierce	突刺	2	BattleUIText.json
Blunt	打击	2	BattleUIText.json
Select Sinner	选择罪人	2	BattleUIText.json
Start	起点	2	BattleUIText.json
Proceed	继续	2	BattleUIText.json
E.G.O Gift GET!	获得E.G.O饰品！	2	BattleUIText.json
Enemy Info	敌方信息	2	BattleUIText.json
Boss Encounter	头目遭遇战	2	BattleUIText.json
Sanity	理智值	2	BattleUIText.json
Keywords	关键词	2	BattleUIText.json
Destructible	可破坏	2	BattleUIText.json
Atk Weight	攻击容量	2	BattleUIText.json
The Dawn of Green	緑色的黎明	2	BattleUIText.json
Doubt	疑问	2	BattleUIText.json
Substitute	解除待命	2	BattleUIText.json
Full speed towards your heart	全速前进走向你的心脏	2	BgmLyrics/BgmLyrics_Ahab.json
Leaving behind the hurt	遗弃这些悲痛	2	BgmLyrics/BgmLyrics_Ahab.json
My compass was swallowed by the sea	海水吞噬了属于我的指南针	2	BgmLyrics/BgmLyrics_Ahab.json
<style="den">Your evils predefined	<style="djp">已被定义的你的罪恶	2	BgmLyrics/BgmLyrics_Ahab.json
My compass is curiosity	求知欲才是我真正的指南针	2	BgmLyrics/BgmLyrics_Ahab.json
All that's in my hands is ashen dust	我的手中只剩下灰烬	2	BgmLyrics/BgmLyrics_Credit7.json
Lalala, lalalala, lalalalala, la la	啦啦啦 啦啦啦啦 啦啦啦啦啦 啦啦	2	BgmLyrics/BgmLyrics_Credit9.json
<style="den">Let’s lament</style>	<style="djp">让我们悲叹（喇们），	2	BgmLyrics/BgmLyrics_Cromer2.json
After you I follow	我跟随你到底	2	BgmLyrics/BgmLyrics_DonQuixote.json
Forever my hero	你永远是我的英雄	2	BgmLyrics/BgmLyrics_DonQuixote.json
I am your biggest fan	我是你最大的粉丝	2	BgmLyrics/BgmLyrics_DonQuixote.json
<style="den">Excitement that I feel	<style="djp">我感受到的那些激动	2	BgmLyrics/BgmLyrics_DonQuixote.json
<style="den">Heroes cannot be real	<style="djp">这世上不存在什么英雄	2	BgmLyrics/BgmLyrics_DonQuixote.json
Hero	英雄	2	BgmLyrics/BgmLyrics_DonQuixote.json
I am my enemy and my friend	我是我的敌人，也是我的朋友	2	BgmLyrics/BgmLyrics_DonQuixote.json
Fly, broken wings	飞呀，破碎的翅膀	2	BgmLyrics/BgmLyrics_DongLang.json
Isn't that enough? Isn't that enough?	难道还不够吗？难道还不够吗？	2	BgmLyrics/BgmLyrics_DongLang.json
Fly, perfect wings	飞呀，完美的翅膀	2	BgmLyrics/BgmLyrics_DongLang.json
<style="den_CP6_2">Oh	<style="djp_CP6_2">噢	2	BgmLyrics/BgmLyrics_MaouHeath.json
<style="den_CP6_2">Round and round we go	<style="djp_CP6_2">我们在原地旋转	2	BgmLyrics/BgmLyrics_MaouHeath.json
<style="den_CP6_2">Holding on to pain	<style="djp_CP6_2">手中紧握	2	BgmLyrics/BgmLyrics_MaouHeath.json
<style="den_CP6_2">Driven by our egos	<style="djp_CP6_2">由自我而生的痛苦	2	BgmLyrics/BgmLyrics_MaouHeath.json
<style="den_CP6_2">Feelings untold	<style="djp_CP6_2">未能传达的情感	2	BgmLyrics/BgmLyrics_MaouHeath.json
<style="den_CP6_2">That you could never know	<style="djp_CP6_2">我们各自独创的历史	2	BgmLyrics/BgmLyrics_MaouHeath.json
<style="den_CP6_2">Goodbye	<style="djp_CP6_2">再见	2	BgmLyrics/BgmLyrics_MaouHeath.json
Oh	噢	2	BgmLyrics/BgmLyrics_MaouHeath.json
Round and round we go	我们在原地旋转	2	BgmLyrics/BgmLyrics_MaouHeath.json
Holding on to pain	手中紧握	2	BgmLyrics/BgmLyrics_MaouHeath.json
Driven by our egos	由自我而生的痛苦	2	BgmLyrics/BgmLyrics_MaouHeath.json
Feelings untold	未能传达的情感	2	BgmLyrics/BgmLyrics_MaouHeath.json
Spinning our own versions of the past	纺织一条条你永远无法理解的	2	BgmLyrics/BgmLyrics_MaouHeath.json
That you could never know	我们各自独创的历史	2	BgmLyrics/BgmLyrics_MaouHeath.json
I must be the reason why	一定是因为我	2	BgmLyrics/BgmLyrics_MaouHeath.json
... Tsk.	……啧。	2	BgmLyrics/BgmLyrics_Pv.json
Today	今天	2	BgmLyrics/BgmLyrics_TianTian.json
Excited for everyday	期待每天	2	BgmLyrics/BgmLyrics_TianTian.json
I don't need eternity	不需要永远	2	BgmLyrics/BgmLyrics_TianTian.json
Cloudy day	阴天	2	BgmLyrics/BgmLyrics_TianTian.json
Sunny day	晴天	2	BgmLyrics/BgmLyrics_TianTian.json
No matter which day	无论哪天	2	BgmLyrics/BgmLyrics_TianTian.json
Good vibes are limitless	好心情无限	2	BgmLyrics/BgmLyrics_TianTian.json
Tututu…	Tututu……	2	BgmLyrics/BgmLyrics_TianTian.json
Watch me take my steps	看我迈出脚步	2	BgmLyrics/BgmLyrics_TianTian.json
My journey may be short and sweet	我的旅途虽短暂却甜蜜	2	BgmLyrics/BgmLyrics_TianTian.json
(Lululu short and sweet)	（Lululu 短暂却甜蜜）	2	BgmLyrics/BgmLyrics_TianTian.json
Kindness leads my way	良心牵我前行	2	BgmLyrics/BgmLyrics_TianTian.json
(No detours, no detours)	（不绕路，不绕路）	2	BgmLyrics/BgmLyrics_TianTian.json
When we were born	人之初	2	BgmLyrics/BgmLyrics_TianTian.json
Our natures were good	性本善	2	BgmLyrics/BgmLyrics_TianTian.json
Though our natures were similar	性相近	2	BgmLyrics/BgmLyrics_TianTian.json
Our habits made us different	习相远	2	BgmLyrics/BgmLyrics_TianTian.json
It's alright	没关系	2	BgmLyrics/BgmLyrics_TianTian.json
Mou man tai	冇問題	2	BgmLyrics/BgmLyrics_TianTian.json
It is time	到时间了	2	BgmLyrics/BgmLyrics_TianTian.json
Such is life	人生就是这样	2	BgmLyrics/BgmLyrics_TianTian.json
Chachihu	插翅虎	2	BossRaidUI-4.json
Check Rewards	查看奖励	2	BossRaidUI.json
Enter	进入战斗	2	BossRaidUI.json
Battle Outcome	战斗结果	2	BossRaidUI.json
Forfeit Stage	放弃关卡	2	BossRaidUI.json
Quit Battle and Save Progress	退出关卡并保存进度	2	BossRaidUI.json
Recommended Specs	推荐配置	2	BossRaidUI.json
Quit Battle	退出关卡	2	BossRaidUI.json
Min Speed {0}	最小速度值{0}	2	BuffAbilities.json
Heal {0}% of Damage dealt	恢复造成伤害{0}%的体力	2	BuffAbilities.json
Nutrient Drain Turn End: Dongrang heals 10 HP	吸收养分 回合结束时，使东朗恢复10点体力	2	Bufs.json
Defense Level Up Defense Level +2	防御等级强化 防御等级+2	2	Bufs_Mirror4.json
Dogged Defense -	顽强防御 -	2	Bufs_Refraction5.json
Perilous Contest -	危险竞赛 -	2	Bufs_Refraction5.json
Bloody Banquet -	染血宴会 -	2	Bufs_Refraction5.json
Power Roulette -	威力轮盘赌 -	2	Bufs_Refraction5.json
Glass Cannon -	玻璃大炮 -	2	Bufs_Refraction5.json
High-risk -	高风险 -	2	Bufs_Refraction5.json
Meursault	默尔索	2	Characters.json
Jia Xichun	贾惜春	2	Characters.json
This coupon is invalid.	兑换码无效。	2	CouponUIText.json
Complete Suppression without any ally deaths	全体友方单位存活的条件下完成镇压	2	DawnOfGreenEventText.json
Ground Level Laboratory - Entrance n	地上实验室 第n入口	2	DungeonArea-a1c8p2.json
Waste Disposal	垃圾处理场	2	DungeonArea-a1c8p2.json
Molding Chamber	注塑室	2	DungeonArea1-2.json
Revived K Corp. Security Core	复活的K公司检查站安保人员 本体	2	Enemies-a1c5p1.json
Revived K Corp. Class 1 Staff Core	复活的K公司1级员工 本体	2	Enemies-a1c5p1.json
Fairy-Long-Legs Core	长腿精灵 本体	2	Enemies-a1c5p1.json
kqe-1j-23 Core	Kqe-1j-23 本体	2	Enemies-a1c5p1.json
Pallid White Mermaid Core	苍白的白色人鱼 本体	2	Enemies-a1c5p2.json
Pallid Blue Mermaid Core	苍白的蓝色人鱼 本体	2	Enemies-a1c5p2.json
Pallid Entwined Mermaid Core	苍白的纠缠人鱼 本体	2	Enemies-a1c5p2.json
Pallidified Thing-Shield Core	苍白之物-盾 本体	2	Enemies-a1c5p2.json
Pallidified Thing-Club Core	苍白之物-棍 本体	2	Enemies-a1c5p2.json
Pallidified Thing-Pirate Core	苍白之物-海盗 本体	2	Enemies-a1c5p2.json
Pallidified Thing-Hook Core	苍白之物-钩 本体	2	Enemies-a1c5p2.json
Ricardo Core	里卡多 本体	2	Enemies-a1c5p2.json
Blinded Pequod Town Villager Core	被蒙住双眼的裴廓德镇居民 本体	2	Enemies-a1c5p3.json
Gagged Pequod Town Villager Core	被堵上嘴的裴廓德镇居民 本体	2	Enemies-a1c5p3.json
Ahab Core	亚哈 本体	2	Enemies-a1c5p3.json
Veteran Edgar Family Butler	资深的埃德加家族管家	2	Enemies-a1c6p1.json
Bizarre Dead Rabbits Henchman	奇特的死兔帮成员	2	Enemies-a1c6p2.json
Veiled Dead Rabbits Henchman	蒙面的死兔帮成员	2	Enemies-a1c6p2.json
Erlking Heathcliff	魔王希斯克利夫	2	Enemies-a1c6p3.json
Bloodbag of the Painful Parade Unit	痛苦的游行血袋 杂兵	2	Enemies-a1c7p2.json
Bloodbag of the Rear Parade Unit	紧随其后的游行血袋 杂兵	2	Enemies-a1c7p2.json
Bloodfiend of the Happy Parade Unit	幸福的游行血魔 杂兵	2	Enemies-a1c7p2.json
Bloodfiend of the Joyful Parade Unit	快乐的游行血魔 杂兵	2	Enemies-a1c7p2.json
Disgraced Bloodbag Unit	堕落的血袋 杂兵	2	Enemies-a1c7p2.json
Despairing Bloodbag Unit	绝望的血袋 杂兵	2	Enemies-a1c7p2.json
Gondola Unit	座舱 杂兵	2	Enemies-a1c7p3.json
Don Quixote Boss	堂吉诃德 头目	2	Enemies-a1c7p3.json
Shi Yihua	史易华	2	Enemies-a1c8p2.json
Distorted Hohenheim Core	扭曲的霍恩海姆 本体	2	Enemies-a1c971.json
The Ring Corporist Automanikin - Researcher	环指人体派自动人偶 - 研究员	2	Enemies-a1c9p1.json
The Ring Corporist Automanikin - Combatant	环指人体派自动人偶 - 战斗员	2	Enemies-a1c9p1.json
The Ring Corporist Automanikin - Roseate Desire Corrosion	环指人体派自动人偶 - 粉红欲望 侵蚀	2	Enemies-a1c9p1.json
The Index Nursefather - Rien The Index Nursefather	食指 父辈 - 里恩 食指 父辈	2	Enemies-a1c9p3.json
Effloresced E.G.O::Farmwatch Core	绽放E.G.O::司田 本体	2	Enemies-mirror4.json
Tree of Desires Core	欲望之树 本体	2	Enemies-mirror4.json
Absorbing Tree Core	吸收之树 本体	2	Enemies-mirror4.json
Body Core	躯干 本体	2	Enemies-mowe.json
Fabius Core	费边 本体	2	Enemies-pilgrimage.json
Little Brother Werner Core	幼弟 维尔纳 本体	2	Enemies-sweep.json
The Time Ripper Core	时间杀人魔 本体	2	Enemies-tkt.json
Prescript-chasing Proselyte of the Index The Index Proselyte	追随指令的食指苦行者 食指 苦行者	2	Enemies-twth.json
Impulsive Fauvist Student of the Ring Fauvist Student	冲动的环指野兽派学徒 野兽派学徒	2	Enemies-twth.json
Instinctive Fauvist Student of the Ring Fauvist Student	依照本能的环指野兽派学徒 野兽派学徒	2	Enemies-twth.json
Feral Fauvist Student of the Ring Fauvist Student	充满野性的环指野兽派学徒 野兽派学徒	2	Enemies-twth.json
Spontaneous Fauvist Student of the Ring Fauvist Student	即兴的环指野兽派学徒 野兽派学徒	2	Enemies-twth.json
Rufo Fauvist Docent	卢佛 野兽派讲解员	2	Enemies-twth.json
Dawn of Green - Doubt - α Enemy Unit	绿色的黎明 - 疑问 - α 敌方单位	2	Enemies-walpu2.json
Dawn of Green - Doubt - β Enemy Unit	绿色的黎明 - 疑问 - β 敌方单位	2	Enemies-walpu2.json
Dawn of Green - Doubt - γ Enemy Unit	绿色的黎明 - 疑问 - γ 敌方单位	2	Enemies-walpu2.json
Dawn of Green - Doubt - δ Enemy Unit	绿色的黎明 - 疑问 - δ 敌方单位	2	Enemies-walpu2.json
Bongybug Chapter 1 G Corp. Staff (ver. Bongy)	小凤虫 第1章的G公司员工(ver.小凤)	2	Enemies-x1p1c1.json
Bongyguard Chapter 2 Security Guard (ver. Bongy)	小凤警卫队 第2章的警卫(ver.小凤)	2	Enemies-x1p1c1.json
Bongy Security Chapter 3 K Corp. Staff (ver. Bongy)	小凤安保人员 第3章的K公司员工(ver.小凤)	2	Enemies-x1p1c1.json
Head Hooligan Enemy Unit	流氓头头 敌方单位	2	Enemies.json
Crooked Veteran Enemy Unit	卑鄙的残兵 敌方单位	2	Enemies.json
Vulgar Veteran Enemy Unit	粗俗的残兵 敌方单位	2	Enemies.json
Razor-sharp Veteran Enemy Unit	锋利的残兵 敌方单位	2	Enemies.json
Hardened Veteran Enemy Unit	变强的残兵 敌方单位	2	Enemies.json
Downcast Veteran Enemy Unit	变本加厉的残兵 敌方单位	2	Enemies.json
Embittered Veteran Enemy Unit	残忍的残兵 敌方单位	2	Enemies.json
Recollected Wallowing Soldier Enemy Unit	记忆中绝望的残兵 敌方单位	2	Enemies.json
Recollected Overtaken Soldier Enemy Unit	记忆中被侵蚀的残兵 敌方单位	2	Enemies.json
Old G Corp. Head Manager Enemy Boss	旧G公司部长 敌方头目	2	Enemies.json
Recollected Festered G Corp. H. Manager Enemy Boss	记忆中溃烂的G公司部长 敌方头目	2	Enemies.json
Peccatulum Pigritiae Core	怠惰罪种 本体	2	Enemies.json
Peccatulum Irae Core	暴怒罪种 本体	2	Enemies.json
Peccatulum Morositatis Core	忧郁罪种 本体	2	Enemies.json
Peccatulum Luxuriae Core	色欲罪种 本体	2	Enemies.json
Peccatulum Superbiae Core	傲慢罪种 本体	2	Enemies.json
Proceeding Inquisitor Core	向前逼近的异端审判官 本体	2	Enemies.json
Four-legged Beast Core	四足野兽 本体	2	Enemies.json
Everything There of an Inquisitor Core	无所不有的异端审判官 本体	2	Enemies.json
Slithering Inquisitor Core	蠢蠢欲动的异端审判官 本体	2	Enemies.json
Rigid Casino Security Enemy Unit	刻薄的赌场警卫 敌方单位	2	Enemies.json
Confident Casino Security Enemy Unit	自信的赌场警卫 敌方单位	2	Enemies.json
Collected Casino Security Enemy Unit	下定决心的赌场警卫 敌方单位	2	Enemies.json
Casino Security Chief Enemy Unit	赌场警卫队 队长 敌方单位	2	Enemies.json
Mariachi Alegre Enemy Unit	阳光的流浪乐队成员 敌方单位	2	Enemies.json
Mariachi Vivaz Enemy Unit	轻快的流浪乐队成员 敌方单位	2	Enemies.json
Aida Enemy Boss	艾达 敌方头目	2	Enemies.json
Threatening Tieqiu Crewman Enemy Unit	咄咄逼人的铁工会成员 敌方单位	2	Enemies.json
Flexing Tieqiu Crewman Enemy Unit	正在热身的铁工会成员 敌方单位	2	Enemies.json
Calm K Corp. Checkpoint Security Enemy Unit	沉着的K公司检查站安保人员 敌方单位	2	Enemies.json
Reliable K Corp. Checkpoint Security Enemy Unit	可靠的K公司检查站安保人员 敌方单位	2	Enemies.json
Worshipping N Corp. Inquisitor Enemy Unit	侍奉的N公司异端审判官 敌方单位	2	Enemies.json
Sadistic N Corp. Inquisitor Enemy Unit	享受痛苦的N公司异端审判官 敌方单位	2	Enemies.json
Fearless N Corp. Inquisitor Enemy Unit	无畏的N公司异端审判官 敌方单位	2	Enemies.json
Papa Bongy Core	凤老爹 本体	2	Enemies.json
Chicken Bucket Part	炸鸡桶 部位	2	Enemies.json
Dongbaek E.G.O::Spicebush Core	冬柏E.G.O::山茶花 本体	2	Enemies.json
Shock Centipede Core	电击蜈蚣 本体	2	Enemies.json
Bud Part	花蕾 部位	2	Enemies.json
K Corp. Filming Drone Enemy Unit	K公司 摄像无人机 敌方单位	2	Enemies.json
Hacked K Corp. Regen Drone Enemy Unit	被破解的K公司再生无人机 敌方单位	2	Enemies.json
Lobotomy E.G.O::Sloshing Enemy Unit	脑叶公司E.G.O::荡漾 敌方单位	2	Enemies.json
Lobotomy E.G.O::Red Sheet Enemy Unit	脑叶公司E.G.O::朱符 敌方单位	2	Enemies.json
Revived K Corp. Security Enemy Unit	复活的K公司检查站安保人员 敌方单位	2	Enemies.json
Revived K Corp. Class 1 Staff Enemy Unit	复活的K公司1级员工 敌方单位	2	Enemies.json
My Form Empties Core	无我入定 本体	2	Enemies.json
Buddha Mūrti Part	佛像 部位	2	Enemies.json
Stone Seat Part	石头底座 部位	2	Enemies.json
Lured Guido Enemy Unit	受诱的圭多 敌方单位	2	Enemies.json
Lured Aida Enemy Unit	受诱的艾达 敌方单位	2	Enemies.json
Lured Festered G Corp. H. Manager Enemy Unit	受诱且溃烂的G公司部长 敌方单位	2	Enemies.json
Kromer Enemy Unit	克罗默 敌方单位	2	Enemies.json
Fairy Queen Core	精灵女王 本体	2	Enemies.json
Fairy Mass Core	精灵畸块 本体	2	Enemies.json
Portrait Core	肖像画 本体	2	Enemies.json
Famished Hooligan	饥肠辘辘的流氓	2	Enemies.json
Old G Corp. Head Manager Core	旧G公司部长 本体	2	Enemies.json
K Corp. Class 3 Staff Core	K公司3级员工 本体	2	Enemies_Refraction.json
Refracted Fairy Gentleman Core	折射的绅士精灵 本体	2	Enemies_Refraction2.json
Refracted Fairy Wine Core	折射的精灵酒 本体	2	Enemies_Refraction2.json
Refracted Blinded Pequod Town Villager Core	折射的被蒙住双眼的裴廓德镇居民 本体	2	Enemies_Refraction3.json
Refracted Gagged Pequod Town Villager Core	折射的被堵上嘴的裴廓德镇居民 本体	2	Enemies_Refraction3.json
Refracted Portrait Core	折射的肖像 本体	2	Enemies_Refraction4.json
Refracted Veteran Edgar Family Butler	折射的资深的埃德加家族管家	2	Enemies_Refraction4.json
The Refracted Barber Core	折射的理发师 本体	2	Enemies_Refraction5.json
Refracted Dulcinea Core	折射的杜尔西内娅 本体	2	Enemies_Refraction5.json
Refracted Distorted Hohenheim Core	折射的扭曲的霍恩海姆 本体	2	Enemies_Refraction5.json
Refracted Yinglong Core	折射的应龙 本体	2	Enemies_Refraction6.json
Inverted Scale Part	逆鳞 部位	2	Enemies_Refraction6.json
The Refracted Index Nursefather - Rien Core	折射的食指 父辈 - 里恩 本体	2	Enemies_Refraction6.json
Event Bonus Units	活动加成对象	2	EventMOWEText.json
Account	账号	2	FAQ.json
Keyword	关键词	2	Filter.json
A Midspring Night's Dream 2	仲春夜之梦2	2	Fools2025.json
Technology Liberation Alliance	技术解放联盟	2	FormationNameEtcFilter.json
The Pequod	裴廓德号	2	FormationNameEtcFilter.json
Bloodfiend	血魔	2	FormationNameEtcFilter.json
E.G.O Gear	E.G.O装备	2	FormationNameEtcFilter.json
Event	活动	2	FormationNameFilterUI.json
Collection Rate	收集率	2	FormationUI_S6.json
Hohenheim's Fathoms	霍恩海姆的心象	2	HellsChickenDungeonNode.json
Merge data to the selected account?	是否将数据继承到所选账户中？	2	IntegrateAccountUI.json
Unlink Accounts	解除绑定	2	IntegrateAccountUI.json
Account Unlinked	已解除绑定	2	IntegrateAccountUI.json
Nagel und Hammer	钉与锤	2	IntroductionPreset.json
Hook Office	吊钩事务所	2	IntroductionPreset.json
