# en	cn	en_hits	cn_hits	source	id
Before the King in Binds	缚王御前	0	2	BattleKeywords.json	ForwardToTheBoundKing
Tremor - Reverb	震颤-回响	0	2	BattleKeywords.json	VibrationEcho
Tremor - Everlasting	震颤-永恒	0	2	BattleKeywords.json	VibrationContinue
Courier Trunk - Rodion	派送箱-罗佳	0	2	BattleKeywords.json	DevyatDimensionalSack
Tremor - Clockwinding	震颤-上弦	0	2	BattleKeywords.json	VibrationSpring
Courier Trunk - Sinclair	派送箱-辛克莱	0	2	BattleKeywords.json	DevyatDimensionalSackSinclair
Ammo - Atelier Logic	弹药-逻辑工作室	0	2	BattleKeywords.json	Bullet_LogicAtelier
Concentration【Sniper】	集中精神【狙击】	0	2	BattleKeywords.json	LogicAtelierAM
Nebulizer β	雾化吸入器β	0	2	BattleKeywords.json	NebulizerInhale
Nebulizer α	雾化吸入器α	0	2	BattleKeywords.json	NebulizerExhale
Nerve Strike - Don Quixote	点穴-堂吉诃德	0	2	BattleKeywords.json	DianxueDonQuixote
Book of Vengeance [Sinclair]	复仇账簿[辛克莱]	0	2	BattleKeywords.json	VengeanceBookSinclair
Deathrite【Venom】	咒杀【剧毒】	0	2	BattleKeywords.json	BurstPoison
Deathrite 【Fissure】	咒杀【破】	0	2	BattleKeywords.json	BurstZilu
(엄지 싱클 탄환 보급 받는 대상 이펙트)	(엄지 싱클 탄환 보급 받는 대상 이펙트)	0	2	BattleKeywords.json	SingBulletSupport
Life from Death [死中求活]	死中求活	0	2	BattleKeywords.json	HeishouDeathCount
Your Will Guides My Blade.	斩随意动。	0	2	BattleKeywords.json	HeishouAttack
Heishou Bolus Contamination [黑獣丸染]	黑兽丸染	0	2	BattleKeywords.json	HeishouComboCountHonglu
One Who Walks The Way of the Hegemon	践行霸道之人	0	2	BattleKeywords.json	DarkHongluQiuAndHonglu
You're Ridiculous, Big Brother.	多么可憎啊，兄长。	0	2	BattleKeywords.json	DarkHongluParryGahwan
No Matter How Many Must Bleed...	纵使令千万人血流成河…	0	2	BattleKeywords.json	DarkHonglu_EGOResourceup
Tremor - Hemorrhage	震颤-大出血	0	2	BattleKeywords.json	VibrationBleeding
Hand - Pine Crane Suit	组札-松上鹤	0	2	BattleKeywords.json	HanafudaOne
Hand - Susuki Grass Suit	组札-芒上月	0	2	BattleKeywords.json	HanafudaTwo
Hand - Blue Sakura Suit	组札-青染樱	0	2	BattleKeywords.json	HanafudaThree
Bright【光】	光札	0	2	BattleKeywords.json	HanafudaCombo
Burgeoning of Horns [發角]	生角	0	2	BattleKeywords.json	GrownHorns
The Udjat [Vanguard]	瓦吉特之眼[先锋]	0	2	BattleKeywords.json	TheUdjatOutis
Shin (心) - Fate	心-命运	0	2	BattleKeywords.json	Shin_IndexFingerYisang
Reload [Germination]	再次装填[孢子补充]	0	2	BattleKeywords.json	MeursaultSporeBulletReloading
Bullet - Solitude	弹药-孤独	0	2	BattleKeywords.json	BulletGodok
Somatic Frisson-inspiring Melody [Empowered]	以人体奏响的旋律[强化]	0	2	BattleKeywords.json	MelodyBodyArtChebello
The Self Unbound - Flow State	拘束解除-创作沉浸	0	2	BattleKeywords.json	SilverOpportunity
Book of Vengeance [Heathcliff]	复仇账簿[希斯克利夫]	0	2	BattleKeywords.json	VengeanceBookHeathcliff
Book of Vengeance [The House of Spiders]	复仇账簿[蜘蛛巢]	0	2	BattleKeywords.json	RetaliationBookSpiderOutis
Sword of the Homeland - Striking	本国剑-传授击法	0	2	BattleKeywords.json	BongukGiftEnhance
Shin (心) - Disgrace	心-不光彩	0	2	BattleKeywords.json	ObsessionAndGreedRodion
Nerve Strike - Hong Lu	点穴-鸿璐	0	2	BattleKeywords.json	DianxueHongLu
Witnessed - Eastern Cinq	公证-东部Cinq协会	0	2	BattleKeywords.json	DuelSousTemoinsEast
Affinity Res Up (Exc. Wrath)	罪孽抗性强化(除暴怒外)	0	2	BattleKeywords_Mirror3.json	MDcFbBa
Affinity Res Up (Exc. Lust)	罪孽抗性强化(除色欲外)	0	2	BattleKeywords_Mirror3.json	MDcFbBb
Affinity Res Up (Exc. Sloth)	罪孽抗性强化(除怠惰外)	0	2	BattleKeywords_Mirror3.json	MDcFbBc
Affinity Res Up (Exc. Glut.)	罪孽抗性强化(除暴食外)	0	2	BattleKeywords_Mirror3.json	MDcFbBd
Affinity Res Up (Exc. Gloom)	罪孽抗性强化(除忧郁外)	0	2	BattleKeywords_Mirror3.json	MDcFbBe
Affinity Res Up (Exc. Pride)	罪孽抗性强化(除傲慢外)	0	2	BattleKeywords_Mirror3.json	MDcFbBf
Affinity Res Up (Exc. Envy)	罪孽抗性强化(除嫉妒外)	0	2	BattleKeywords_Mirror3.json	MDcFbBg
O compatriots of my dear child	我孩子的同伴们啊	0	2	BattleKeywords_Mirror6.json	FragmentOfHopeFamilyMirror
Dream her dream together in my stead	代替我，与那孩子一同追寻梦想吧	0	2	BattleKeywords_Mirror6.json	FragmentOfHopeTwoFamilyMirror
Shin (心) - ???	心-???	0	2	BattleKeywords_Mirror7.json	BlandishmentShinEnemyDelete
Moderate Risk	中等风险	1	1	BattleKeywords_Refraction5.json	MRR550
Refracted Lust	折射的色欲	1	1	BattleKeywords_Refraction5.json	MRR559
Refracted Gluttony	折射的暴食	1	1	BattleKeywords_Refraction5.json	MRR561
Refracted Pride	折射的傲慢	1	1	BattleKeywords_Refraction5.json	MRR563
Hostile Refraction	攻击性折射	1	1	BattleKeywords_Refraction5.json	MRR566
Defensive Refraction	防御折射	1	1	BattleKeywords_Refraction5.json	MRR568
Damage Refraction	伤害折射	1	1	BattleKeywords_Refraction5.json	MRR569
In the Past (Deactivated)	过去状态（已禁用）	0	2	BattleKeywords_Refraction6.json	StackPast
In the Present (Deactivated)	现在状态（已禁用）	0	2	BattleKeywords_Refraction6.json	StackPresent
In the Future (Deactivated)	未来状态（已禁用）	0	2	BattleKeywords_Refraction6.json	StackFuture
Dragon's Blood [龍血]	龙血	0	2	BattleKeywords_Refraction6.json	CondensedBloodRefraction
{0} days {1} hours left	剩余{0}天{1}小时	0	2	BattlePass.json	battlepass_remain_time
Cannot Purchase Pass Level	无法购买通行证等级	1	1	BattlePass.json	battlepass_purchase_level_up_failed
{0}h left	剩余{0}小时	0	2	BattlePass.json	remain_hours_with_label
Progress Updated	通行证经验上升	1	1	BattlePass.json	update_progress
You don’t have enough paid Lunacy.	付费狂气不足。	0	2	BattlePass.json	lack_of_paid_lunacy
Max Level Reached	已达到最高等级	1	1	BattlePass.json	battlepass_unable_levelup_by_level
<font="BebasKai SDF">LIMBUS PASS</font> Package	边狱通行证组合包	0	2	BattlePass.json	battlepass_package_purchase
Until Season 6 Update	到第6赛季开始前	1	1	BattlePass.json	until_season_5_start
Various rewards included in the Limbus Pass	可以领取边狱通行证奖励	0	2	BattlePass.json	battlepass_purchase_desc_pass
Immediately gain 10 Pass Levels upon purchase	购买后立即提升10通行证等级	0	2	BattlePass.json	battlepass_purchase_desc_pass_level
... for my Family, as their Father...	作为父亲，为了家人…	0	2	Bufs-a1c7p3.json	WeightOfResponsibility_Panic
Accept the Pain!	接受痛苦吧！	0	2	Bufs.json	Cromer_Boredom
Perfect Shell	完整外壳	1	1	Bufs.json	Perfected
Unvented Anger	难以言表的愤怒	1	1	Bufs.json	Strong_Chicken
Piece of a Broken Bond	破碎纽带的残片	0	2	Bufs.json	EgoAwakenDongrangShardOfBrokenConnection
Unknown Wound	未知的伤口	1	1	Bufs.json	Choice_1040301
Wrath Boost	暴怒强化	1	1	Bufs.json	RailBuffForLine2_D_ALLY
Lust Boost	色欲强化	1	1	Bufs.json	RailBuffForLine2_E_ALLY
Sloth Boost	怠惰强化	1	1	Bufs.json	RailBuffForLine2_F_ALLY
Gluttony Boost	暴食强化	1	1	Bufs.json	RailBuffForLine2_G_ALLY
Gloom Boost	忧郁强化	1	1	Bufs.json	RailBuffForLine2_H_ALLY
Pride Boost	傲慢强化	1	1	Bufs.json	RailBuffForLine2_I_ALLY
Envy Boost	嫉妒强化	1	1	Bufs.json	RailBuffForLine2_J_ALLY
Burn Boost	烧伤强化	1	1	Bufs.json	RailBuffForLine2_M_ALLY
Bleed Boost	流血强化	1	1	Bufs.json	RailBuffForLine2_N_ALLY
Tremor Boost	震颤强化	1	1	Bufs.json	RailBuffForLine2_O_ALLY
Rupture Boost	破裂强化	1	1	Bufs.json	RailBuffForLine2_P_ALLY
Sinking Boost	沉沦强化	1	1	Bufs.json	RailBuffForLine2_Q_ALLY
Poise Boost	呼吸法强化	1	1	Bufs.json	RailBuffForLine2_R_ALLY
Charge Boost	充能强化	1	1	Bufs.json	RailBuffForLine2_S_ALLY
Blunt Power Down	打击威力降低	1	1	Bufs.json	HitResultDown
Pierce Power Down	突刺威力降低	1	1	Bufs.json	PenetrateResultDown
Slash Power Down	斩击威力降低	1	1	Bufs.json	SlashResultDown
Wrath Power Down	暴怒威力降低	1	1	Bufs.json	CrimsonResultDown
Lust Power Down	色欲威力降低	1	1	Bufs.json	ScarletResultDown
Gluttony Power Down	暴食威力降低	1	1	Bufs.json	ShamrockResultDown
Sloth Power Down	怠惰威力降低	1	1	Bufs.json	AmberResultDown
Gloom Power Down	忧郁威力降低	1	1	Bufs.json	AzureResultDown
Pride Power Down	傲慢威力降低	1	1	Bufs.json	IndigoResultDown
Envy Power Down	嫉妒威力降低	1	1	Bufs.json	VioletResultDown
Assistant Librarian of History	历史层助理司书	1	1	Bufs.json	LibrarianOfHistoryNormal
Unending Bereavement	无尽的丧失感	1	1	Bufs.json	AaCfPaBa_Alt1
Pouring Wrath	宣泄的暴怒	1	1	Bufs.json	AaCfPcBa_Alt1
Targeting Settings	目标设置	1	1	Bufs_Refraction5.json	FellBulletGroggy
Observe Battlefield	确认战斗状况	1	1	DanteAbilityUIText_a1c9p3.json	danteAbility_Personality_Selection_UIPopup_View_Battle_Status
Battlefield Status	当前战斗状况	1	1	DanteAbilityUIText_a1c9p3.json	danteAbility_view_battle_status
Ground Level Laboratory - Entrance n	地上实验室 第n入口	0	2	DungeonArea-a1c8p2.json	dungeon_1_8_0101
Quarantine Office	检疫室	1	1	DungeonArea-a1c8p2.json	dungeon_1_8_0103
Laboratory 4	第4实验室	1	1	DungeonArea-a1c8p2.json	dungeon_1_8_0106
Research Wing	研究楼	1	1	DungeonArea-a1c8p2.json	dungeon_1_8_0107
Experimentation Zone	实验区域	1	1	DungeonArea-a1c8p2.json	dungeon_1_8_0109
Laboratory 1	第1实验室	1	1	DungeonArea-a1c8p2.json	dungeon_1_8_0110
Closed Laboratory	被封锁的实验室	1	1	DungeonArea-a1c8p2.json	dungeon_1_8_0111
Laboratory 2	第2实验室	1	1	DungeonArea-a1c8p2.json	dungeon_1_8_0112
Containment Hall 3	第三收容走廊	1	1	DungeonArea1-1.json	dungeon_1_1_0105
Reserve Passageway	简易通道	1	1	DungeonArea1-1.json	dungeon_1_1_0206
Key Foothold	重要据点	1	1	DungeonArea1-1.json	dungeon_1_1_0303
Peccatula Enclosure	罪种收容设施	1	1	DungeonArea1-2.json	dungeon_1_2_0108
Paint Shop	涂装室	1	1	DungeonArea1-2.json	dungeon_1_2_0208
Drawbridge	吊桥	1	1	DungeonArea1-2.json	dungeon_1_2_0306
Ice Castle Where Neighbors Lie	邻里沉眠的冰霜城堡	0	2	DungeonArea1-2.json	dungeon_1_2_0307
Gate Entrance	关卡入口	1	1	DungeonArea1-3.json	dungeon_1_3_0101
Bridge of Suppuration	破碎之桥	1	1	DungeonArea1-3.json	dungeon_1_3_0205
N Corp's White Room	N公司的纯白房间	1	1	DungeonArea1-4.json	dungeon_1_4_0302
Hot ‘n Juicy Drumstick	火热多汁琵琶腿	0	2	EGOgift_MirrorDungeon-EventTheme.json	9701
Contaminated Needle & Thread	脏污的针与线	0	2	EGOgift_MirrorDungeon-EventTheme.json	9704
Sharp Needle & Thread	锐利的针与线	0	2	EGOgift_MirrorDungeon-EventTheme.json	9705
Oil-gunked Spanner	沾染油污的扳手	1	1	EGOgift_MirrorDungeon-EventTheme.json	9706
Twinkling Scrap	闪光废料	1	1	EGOgift_MirrorDungeon-EventTheme.json	9707
Pom-pom Hat	毛球帽	1	1	EGOgift_MirrorDungeon-EventTheme.json	9709
Huge Gift Sack	巨大的礼物袋	1	1	EGOgift_MirrorDungeon-EventTheme.json	9710
Sad Plushie	悲伤的毛绒玩偶	1	1	EGOgift_MirrorDungeon-EventTheme.json	9711
Pocket Watch : Type L	怀表：Type L	0	2	EGOgift_MirrorDungeon-EventTheme.json	9728
Pocket Watch : Type E	怀表：Type E	0	2	EGOgift_MirrorDungeon-EventTheme.json	9729
Pocket Watch : Type Y	怀表：Type Y	0	2	EGOgift_MirrorDungeon-EventTheme.json	9730
Pocket Watch : Type P	怀表：Type P	0	2	EGOgift_MirrorDungeon-EventTheme.json	9731
Snake Slough+	蛇蜕+	0	2	EGOgift_MirrorDungeon-EventTheme_2.json	19751
False Halo+	虚假的光相+	0	2	EGOgift_MirrorDungeon-EventTheme_2.json	19752
Metronome+	节拍器+	0	2	EGOgift_MirrorDungeon-EventTheme_2.json	19753
Bridle++	枷锁++	0	2	EGOgift_MirrorDungeon-EventTheme_2.json	29754
Contempt of the Gaze of Contempt+	轻蔑的视线的轻蔑+	0	2	EGOgift_MirrorDungeon-EventTheme_2.json	19755
Unhatched Embers+	未孵化的火种+	0	2	EGOgift_MirrorDungeon-EventTheme_2.json	19756
Vestiges of the King	王的残渣	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9758
Snuffed Candlestick	熄灭的烛台	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9760
Shadow Monster	影子怪物	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9761
Packaging Box	包装盒	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9762
Packaging Ribbon	包装缎带	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9763
Jolly Plushie	快乐的毛绒玩偶	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9765
Implicit Contract Renewal	默示契约更新	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9766
Darkflame Smoking Pipe	黑焰烟斗	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9767
Swift Command	迅捷指挥	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9769
Gear Shrapnel	齿轮碎片	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9770
CQC Manual	近身格斗术教材	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9771
Re-ignition Plug	重燃火花塞	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9774
Enhancer Mk.4	强化剂Mk.4	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9775
Regular Operational Gear	常规作战用装备	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9778
High-risk Operational Gear	高危作战用装备	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9780
Swarmcloud	丛云	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9785
Strange Glyph Talisman	异文符咒	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9787
Strange Glyph Inscriptions	镌刻的异文	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9790
Shadow Bamboo Hat	影织斗笠	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9791
Everlasting Chains of Bond	永恒的缘分锁链	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9792
Glyph of Glass Shards	漆字琉璃钿	1	1	EGOgift_MirrorDungeon-EventTheme_2.json	9793
Contained Maggots	封装蛆虫	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9404
Haunted Shoes	鬼附鞋	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9408
Frozen Cries	冰封的哀嚎	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9409
Hoarfrost Footprint	霜冻足迹	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9410
Spicebush Branch	山茶花枝	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9419
Broken Glasses	破碎的眼镜	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9423
Unmailed Letter	未寄出的信	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9424
Harpoon Prosthetic Leg	捕鲸枪义腿	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9429
Guiding Gas Lamp	照亮前方的汽灯	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9430
Chief Butler's Secret Arts	首席管家的秘籍	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9433
Handheld Mirror	手镜	1	1	EGOgift_MirrorDungeon-StoryTheme.json	9434
Town-protecting Harpoon+	守镇鱼叉+	0	2	EGOgift_MirrorDungeon-StoryTheme_2.json	19427
Broken Violin+	损坏的小提琴+	0	2	EGOgift_MirrorDungeon-StoryTheme_2.json	19431
Manor-shaped Music Box	宅邸模型八音盒	1	1	EGOgift_MirrorDungeon-StoryTheme_2.json	9432
Butler Style Binding Arts+	管家式束缚法+	0	2	EGOgift_MirrorDungeon-StoryTheme_2.json	19435
Refraction Glass Pod	折射玻璃管	1	1	EGOgift_MirrorDungeon-StoryTheme_2.json	9436
WB Flask	全血烧瓶	1	1	EGOgift_MirrorDungeon-mowe-re.json	9205
Sanguine Fragrance Descends	血香降临	1	1	EGOgift_MirrorDungeon-mowe-re.json	9206
Discarded Dimensional Gauntlet+	被遗落的次元护手+	0	2	EGOgift_MirrorDungeon-mowe-re.json	19818
Blue Starshard+	蓝星碎片+	0	2	EGOgift_MirrorDungeon-mowe-re.json	19817
Biogenerative Battery	生物发电电池	1	1	EGOgift_MirrorDungeon-mowe.json	9736
Cardiovascular Reactive Module	心脏反应模块	1	1	EGOgift_MirrorDungeon-mowe.json	9737
Prosthetic Joint Servos	义体关节伺服电机	1	1	EGOgift_MirrorDungeon-mowe.json	9738
Automated Joints	自动式关节	1	1	EGOgift_MirrorDungeon-mowe.json	9740
Overcharged Battery	过度充能电池	1	1	EGOgift_MirrorDungeon-mowe.json	9741
Perpetual Generator Servos	永动伺服电机	1	1	EGOgift_MirrorDungeon-mowe.json	9742
Hearts-powered Jewel	心动力宝石	1	1	EGOgift_MirrorDungeon-mowe.json	9743
Hellterfly’s Dream+	地狱蝶之梦+	0	2	EGOgift_MirrorDungeon.json	19001
Ashes to Ashes+	尘归尘+	0	2	EGOgift_MirrorDungeon.json	19003
Wound Clerid+	拟伤虫+	0	2	EGOgift_MirrorDungeon.json	19005
Fiery Down+	炽热的羽毛+	0	2	EGOgift_MirrorDungeon.json	19009
Bloody Gadget+	鲜血装饰+	0	2	EGOgift_MirrorDungeon.json	19010
Today’s Expression	此刻的神色	0	2	EGOgift_MirrorDungeon.json	9012
Talisman Bundle+	成捆的符咒+	0	2	EGOgift_MirrorDungeon.json	19013
Blood, Sweat, and Tears+	膏血+	0	2	EGOgift_MirrorDungeon.json	19015
Green Spirit+	绿光果实+	0	2	EGOgift_MirrorDungeon.json	19016
Crown of Roses+	玫瑰王冠+	0	2	EGOgift_MirrorDungeon.json	19018
White Gossypium+	白棉花+	0	2	EGOgift_MirrorDungeon.json	19020
Thunderbranch+	雷击木+	0	2	EGOgift_MirrorDungeon.json	19023
Late-bloomer’s Tattoo	刺青：大器晚成	0	2	EGOgift_MirrorDungeon.json	9026
Lowest Star+	谷底之星+	0	2	EGOgift_MirrorDungeon.json	19027
Nixie Divergence+	辉光变动仪+	0	2	EGOgift_MirrorDungeon.json	19031
Voodoo Doll+	巫毒娃娃+	0	2	EGOgift_MirrorDungeon.json	19035
Carmilla+	卡蜜拉+	0	2	EGOgift_MirrorDungeon.json	19036
Tomorrow’s Fortune	明日的运势	0	2	EGOgift_MirrorDungeon.json	9040
Red Order+	赤色指令+	0	2	EGOgift_MirrorDungeon.json	19041
Smokes and Wires+	烟霾与铁丝网+	0	2	EGOgift_MirrorDungeon.json	19042
Employee Card+	员工证+	0	2	EGOgift_MirrorDungeon.json	19043
Oscillating Bracelet+	震荡手环+	0	2	EGOgift_MirrorDungeon.json	19044
Glimpse of Flames+	炎鳞+	0	2	EGOgift_MirrorDungeon.json	19045
Barbed Lasso+	荆棘套索+	0	2	EGOgift_MirrorDungeon.json	19047
Rusted Cutting Knife+	锈蚀的美工刀+	0	2	EGOgift_MirrorDungeon.json	19048
Thorny Path+	荆棘之路+	0	2	EGOgift_MirrorDungeon.json	19049
Red-stained Gossypium+	红染棉花+	0	2	EGOgift_MirrorDungeon.json	19050
Stone Tomb+	石冢+	0	2	EGOgift_MirrorDungeon.json	19051
Portable Battery Socket+	便携式电源插座+	0	2	EGOgift_MirrorDungeon.json	19052
Dust to Dust+	土归土+	0	2	EGOgift_MirrorDungeon.json	19053
Melted Spring	融化的时钟发条	1	1	EGOgift_MirrorDungeon.json	9054
Downpour+	暴雨+	0	2	EGOgift_MirrorDungeon.json	19055
Disk Fragment	星象盘碎片	1	1	EGOgift_MirrorDungeon.json	9058
Thrill+	快感+	0	2	EGOgift_MirrorDungeon.json	19060
Skeletal Crumbs	遗骸碎片	1	1	EGOgift_MirrorDungeon.json	9061
Curriculum Vitae+	简历+	0	2	EGOgift_MirrorDungeon.json	19062
Pendant of Nostalgia+	追忆吊坠+	0	2	EGOgift_MirrorDungeon.json	19063
Broken Revolver	损坏的左轮手枪	1	1	EGOgift_MirrorDungeon.json	9064
Artistic Sense+	美感+	0	2	EGOgift_MirrorDungeon.json	19065
Nebulizer+	雾化吸入器+	0	2	EGOgift_MirrorDungeon.json	19066
Special Contract	特别合约	1	1	EGOgift_MirrorDungeon.json	9067
Wrist Guards+	护腕+	0	2	EGOgift_MirrorDungeon.json	19069
Clear Mirror, Calm Water+	明镜止水+	0	2	EGOgift_MirrorDungeon.json	19070
Charred Disk	烧焦的圆盘	1	1	EGOgift_MirrorDungeon.json	9071
Lightning Rod+	避雷针+	0	2	EGOgift_MirrorDungeon.json	19072
Endorphin Kit+	内啡肽试剂组+	0	2	EGOgift_MirrorDungeon.json	19073
Headless Portrait+	无头肖像+	0	2	EGOgift_MirrorDungeon.json	19074
Charge-type Gloves+	充能式手套+	0	2	EGOgift_MirrorDungeon.json	19075
First-aid Kit	便携式急救包	1	1	EGOgift_MirrorDungeon.json	9076
Voracious Hammer	贪婪之锤	1	1	EGOgift_MirrorDungeon.json	9078
Milepost of Survival	生存的里程标	1	1	EGOgift_MirrorDungeon.json	9080
Piece of Relationship+	缘分残片+	0	2	EGOgift_MirrorDungeon.json	19082
Burning Intellect+	炽热的智慧+	0	2	EGOgift_MirrorDungeon.json	19087
Rusted Muzzle+	锈蚀的笼头+	0	2	EGOgift_MirrorDungeon.json	19089
Bloody Mist	血雾	1	1	EGOgift_MirrorDungeon.json	9090
Bell of Truth+	真理之钟+	0	2	EGOgift_MirrorDungeon.json	19091
Coupled Oscillation	震颤耦合	1	1	EGOgift_MirrorDungeon.json	9092
Fluorescent Lamp+	荧光灯+	0	2	EGOgift_MirrorDungeon.json	19093
Enrapturing Trance	恍惚镜	1	1	EGOgift_MirrorDungeon.json	9094
Broken Compass+	破碎罗盘+	0	2	EGOgift_MirrorDungeon.json	19095
Black Sheet Music	黑色乐谱	1	1	EGOgift_MirrorDungeon.json	9096
Ornamental Horseshoe+	马蹄铁饰物+	0	2	EGOgift_MirrorDungeon.json	19097
Lucky Pouch	福袋	1	1	EGOgift_MirrorDungeon.json	9098
Material Interference Force Field+	物理屏蔽力场+	0	2	EGOgift_MirrorDungeon.json	19099
T-1 Perpetual Motion Machine	第一类永动机	1	1	EGOgift_MirrorDungeon.json	9100
Melted Paraffin+	熔化的石蜡+	0	2	EGOgift_MirrorDungeon.json	19101
Polarization+	偏振光+	0	2	EGOgift_MirrorDungeon.json	19102
Pain of Stifled Rage+	郁火+	0	2	EGOgift_MirrorDungeon.json	19103
Fragment of Hellfire	业火残片	1	1	EGOgift_MirrorDungeon.json	9105
Arrested Hymn+	被扣留的颂歌+	0	2	EGOgift_MirrorDungeon.json	19106
Tangled Bundle+	纠缠捆束+	0	2	EGOgift_MirrorDungeon.json	19107
Awe+	敬畏+	0	2	EGOgift_MirrorDungeon.json	19108
Fragment of Allurement	魅惑残片	1	1	EGOgift_MirrorDungeon.json	9110
Bio-venom Vial+	生物剧毒药瓶+	0	2	EGOgift_MirrorDungeon.json	19111
Venomous Skin+	剧毒外皮+	0	2	EGOgift_MirrorDungeon.json	19112
Sour Liquor Aroma+	酸味的酒香+	0	2	EGOgift_MirrorDungeon.json	19113
Mirror Tactile Synaesthesia	镜触觉通感	1	1	EGOgift_MirrorDungeon.json	9114
Fragment of Inertia	惰性残片	1	1	EGOgift_MirrorDungeon.json	9116
Bone Stake	骨桩	1	1	EGOgift_MirrorDungeon.json	9118
Ragged Umbrella+	破损的雨伞+	0	2	EGOgift_MirrorDungeon.json	19119
Deathseeker	寻死者	1	1	EGOgift_MirrorDungeon.json	9120
Fragment of Desire	欲望残片	1	1	EGOgift_MirrorDungeon.json	9121
Eldtree Snare+	古木陷阱+	0	2	EGOgift_MirrorDungeon.json	19122
Rags+	破布+	0	2	EGOgift_MirrorDungeon.json	19123
Grandeur+	庄严+	0	2	EGOgift_MirrorDungeon.json	19124
Fragment of Decay	蚕食残片	1	1	EGOgift_MirrorDungeon.json	9126
Devil's Share+	魔鬼所享+	0	2	EGOgift_MirrorDungeon.json	19127
Emerald Elytra+	绿色鞘翅+	0	2	EGOgift_MirrorDungeon.json	19128
Old Wooden Doll+	陈旧的木雕人偶+	0	2	EGOgift_MirrorDungeon.json	19129
Fragment of Conceit	骄慢残片	1	1	EGOgift_MirrorDungeon.json	9131
UPS System+	不间断电源装置+	0	2	EGOgift_MirrorDungeon.json	19132
Uncapped Defibrilator+	解除限制的除颤仪+	0	2	EGOgift_MirrorDungeon.json	19133
Patrolling Flashlight+	巡逻用手电筒+	0	2	EGOgift_MirrorDungeon.json	19134
Imitative Generator	仿造发电机	1	1	EGOgift_MirrorDungeon.json	9135
Fragment of Friction	摩擦残片	1	1	EGOgift_MirrorDungeon.json	9136
Scalpel+	手术用刀+	0	2	EGOgift_MirrorDungeon.json	19137
Deceptive Accord+	虚饰的和平+	0	2	EGOgift_MirrorDungeon.json	19138
Tailor's Scissors+	裁缝用剪刀+	0	2	EGOgift_MirrorDungeon.json	19139
Resolution+	决意+	0	2	EGOgift_MirrorDungeon.json	19140
Moment of Sentencing+	宣判之刻+	0	2	EGOgift_MirrorDungeon.json	19141
Sundered Memory	切开的记忆	1	1	EGOgift_MirrorDungeon.json	9142
Carpenter's Nail+	木工用长钉+	0	2	EGOgift_MirrorDungeon.json	19143
Once, A Blessing+	曾经的祝福+	0	2	EGOgift_MirrorDungeon.json	19144
Torn Bandolier+	撕裂的弹带+	0	2	EGOgift_MirrorDungeon.json	19145
Keenbranch+	磨尖的树枝+	0	2	EGOgift_MirrorDungeon.json	19146
Punctured Memory	洞穿的记忆	1	1	EGOgift_MirrorDungeon.json	9147
Burial Curse+	作祟+	0	2	EGOgift_MirrorDungeon.json	19148
Compression Bandage+	加压绷带+	0	2	EGOgift_MirrorDungeon.json	19149
Temporal Bridle+	时间的枷锁+	0	2	EGOgift_MirrorDungeon.json	19150
Clasped Sculpture+	紧握的雕像+	0	2	EGOgift_MirrorDungeon.json	19151
Reverberation+	残响+	0	2	EGOgift_MirrorDungeon.json	19086
Smoking Gunpowder+	有烟火药+	0	2	EGOgift_MirrorDungeon.json	19117
Decamillennial Stewpot	万年炖锅	1	1	EGOgift_MirrorDungeon.json	9155
Secret Cookbook	烹饪秘诀书	1	1	EGOgift_MirrorDungeon.json	9157
Millarca	蜜拉卡	1	1	EGOgift_MirrorDungeon.json	9159
Interlocked Cogs	啮合的齿轮	1	1	EGOgift_MirrorDungeon.json	9165
